order_bk,customer_sk,store_sk,channel_sk,order_date_sk,subtotal_amount,shipping_fee,discount_amount,total_amount,currency_code,status
1000001411,1388,,1,311,,900.0,,15841.08,ARS,FULFILLED
1000001412,398,,1,538,,1200.0,,43888.8,ARS,FULFILLED
1000001413,774,,1,560,,1500.0,,17472.0,ARS,FULFILLED
1000001414,833,,1,521,,1200.0,,18987.0,ARS,FULFILLED
1000001415,195,,2,18,,0.0,,34485.0,ARS,FULFILLED
1000001416,355,,2,364,,0.0,,29040.0,ARS,FULFILLED
1000001417,1095,,2,487,,0.0,,13794.0,ARS,REFUNDED
1000001418,1374,,2,189,,0.0,,132259.05,ARS,CANCELLED
1000001419,1426,,1,393,,900.0,,38252.7,ARS,FULFILLED
1000001420,1226,,1,193,,1500.0,,15294.0,ARS,FULFILLED
1000001421,561,,1,350,,1200.0,,58100.25,ARS,PAID
1000001422,756,,1,121,,1500.0,,49053.0,ARS,REFUNDED
1000001423,418,,2,119,,0.0,,14520.0,ARS,FULFILLED
1000001424,1213,,1,132,,1500.0,,50505.0,ARS,PAID
1000001425,600,,2,324,,0.0,,30346.8,ARS,PAID
1000001426,242,,2,212,,0.0,,60984.0,ARS,FULFILLED
1000001427,341,,2,276,,0.0,,43560.0,ARS,FULFILLED
1000001428,325,,2,549,,0.0,,76847.1,ARS,FULFILLED
1000001429,104,,1,39,,1200.0,,15429.6,ARS,FULFILLED
1000001430,1125,,2,280,,0.0,,49005.0,ARS,FULFILLED
1000001431,598,,1,580,,0.0,,101785.2,ARS,REFUNDED
1000001432,20,,1,447,,1200.0,,86414.25,ARS,FULFILLED
1000001433,656,,1,566,,0.0,,43560.0,ARS,FULFILLED
1000001434,319,,2,637,,0.0,,61129.2,ARS,FULFILLED
1000001435,922,,2,59,,0.0,,101549.25,ARS,PAID
1000001436,868,,2,94,,0.0,,27588.0,ARS,FULFILLED
1000001437,31,,2,152,,0.0,,11761.2,ARS,FULFILLED
1000001438,890,,2,8,,0.0,,54450.0,ARS,FULFILLED
1000001439,643,,1,538,,900.0,,18687.0,ARS,FULFILLED
1000001440,1110,,1,317,,900.0,,17235.0,ARS,PAID
1000001441,1210,,1,261,,1200.0,,73618.5,ARS,FULFILLED
1000001442,1041,,2,193,,0.0,,29040.0,ARS,CANCELLED
1000001443,561,,1,150,,0.0,,72200.7,ARS,FULFILLED
1000001444,812,,1,369,,1200.0,,14921.4,ARS,CANCELLED
1000001445,1219,,2,319,,0.0,,45520.2,ARS,PAID
1000001446,1246,,2,69,,0.0,,44286.0,ARS,FULFILLED
1000001447,116,,1,340,,0.0,,43451.1,ARS,CANCELLED
1000001448,204,,2,353,,0.0,,28459.2,ARS,FULFILLED
1000001449,116,,2,485,,0.0,,15246.0,ARS,FULFILLED
1000001450,491,,1,190,,1500.0,,16746.0,ARS,FULFILLED
1000001451,1281,,1,601,,1200.0,,99384.24,ARS,FULFILLED
1000001452,384,,2,484,,0.0,,100914.0,ARS,FULFILLED
1000001453,595,,2,580,,0.0,,13794.0,ARS,FULFILLED
1000001454,185,,1,421,,1200.0,,30748.2,ARS,FULFILLED
1000001455,1329,,1,566,,1200.0,,50205.0,ARS,FULFILLED
1000001456,458,,2,20,,0.0,,64817.28,ARS,FULFILLED
1000001457,711,,1,82,,1500.0,,14568.0,ARS,PAID
1000001458,1169,,1,42,,900.0,,55350.0,ARS,FULFILLED
1000001459,1185,,1,164,,900.0,,67329.0,ARS,FULFILLED
1000001460,1042,,2,121,,0.0,,73507.5,ARS,CANCELLED
1000001461,941,,2,48,,0.0,,29882.16,ARS,FULFILLED
1000001462,963,,2,191,,0.0,,76484.1,ARS,FULFILLED
1000001463,642,,1,404,,900.0,,59851.2,ARS,PAID
1000001464,948,,2,105,,0.0,,81791.16,ARS,PAID
1000001465,1356,,1,131,,1500.0,,38743.8,ARS,FULFILLED
1000001466,708,,1,34,,1500.0,,38253.75,ARS,CANCELLED
1000001467,841,,2,47,,0.0,,31036.5,ARS,FULFILLED
1000001468,1325,,2,592,,0.0,,32307.0,ARS,FULFILLED
1000001469,703,,1,4,,1200.0,,14268.0,ARS,FULFILLED
1000001470,748,,1,273,,900.0,,42064.2,ARS,FULFILLED
1000001471,1219,,2,124,,0.0,,17787.0,ARS,PAID
1000001472,1358,,2,83,,0.0,,54722.25,ARS,FULFILLED
1000001473,395,,1,198,,1200.0,,43308.0,ARS,FULFILLED
1000001474,536,,1,333,,1500.0,,69018.0,ARS,FULFILLED
1000001475,31,,2,531,,0.0,,108900.0,ARS,FULFILLED
1000001476,1414,,1,1,,1500.0,,50505.0,ARS,PAID
1000001477,963,,1,82,,1200.0,,29659.2,ARS,FULFILLED
1000001478,780,,1,582,,1200.0,,41188.08,ARS,FULFILLED
1000001479,489,,1,3,,0.0,,45738.0,ARS,CANCELLED
1000001480,42,,2,476,,0.0,,44921.25,ARS,REFUNDED
1000001481,228,,2,102,,0.0,,67881.0,ARS,FULFILLED
1000001482,670,,1,410,,0.0,,29040.0,ARS,FULFILLED
1000001483,652,,2,204,,0.0,,48024.9,ARS,FULFILLED
1000001484,308,,2,258,,0.0,,78843.6,ARS,FULFILLED
1000001485,1094,,1,363,,0.0,,82401.0,ARS,REFUNDED
1000001486,76,,2,191,,0.0,,52272.0,ARS,FULFILLED
1000001487,1435,,1,229,,0.0,,13068.0,ARS,REFUNDED
1000001488,703,,1,277,,1200.0,,16852.56,ARS,PAID
1000001489,792,,2,577,,0.0,,15972.0,ARS,PAID
1000001490,332,,1,138,,900.0,,13314.6,ARS,FULFILLED
1000001491,69,,1,396,,1200.0,,92429.16,ARS,FULFILLED
1000001492,311,,2,183,,0.0,,17242.5,ARS,FULFILLED
1000001493,724,,1,506,,900.0,,35203.5,ARS,FULFILLED
1000001494,1238,,1,564,,900.0,,29867.4,ARS,FULFILLED
1000001495,488,,2,83,,0.0,,56029.05,ARS,PAID
1000001496,1435,,2,311,,0.0,,41382.0,ARS,FULFILLED
1000001497,612,,2,486,,0.0,,16335.0,ARS,FULFILLED
1000001498,1116,,2,53,,0.0,,39930.0,ARS,PAID
1000001499,1496,,1,235,,1200.0,,37137.0,ARS,PAID
1000001500,559,,2,27,,0.0,,14483.7,ARS,FULFILLED
1000001501,745,,2,366,,0.0,,101277.0,ARS,FULFILLED
1000001502,790,,1,345,,0.0,,66392.7,ARS,FULFILLED
1000001503,67,,2,101,,0.0,,14520.0,ARS,FULFILLED
1000001504,1029,,1,421,,0.0,,39204.0,ARS,FULFILLED
1000001505,1360,,2,599,,0.0,,49005.0,ARS,FULFILLED
1000001506,1366,,1,540,,1200.0,,30240.0,ARS,PAID
1000001507,404,,1,416,,900.0,,45723.24,ARS,CANCELLED
1000001508,102,,2,350,,0.0,,13068.0,ARS,FULFILLED
1000001509,1386,,1,639,,1200.0,,37137.0,ARS,FULFILLED
1000001510,1026,,1,131,,1200.0,,92385.6,ARS,FULFILLED
1000001511,185,,1,212,,900.0,,30303.0,ARS,REFUNDED
1000001512,875,,1,87,,1200.0,,44760.0,ARS,FULFILLED
1000001513,1054,,2,518,,0.0,,27951.0,ARS,CREATED
1000001514,351,,1,577,,900.0,,18142.5,ARS,FULFILLED
1000001515,1162,,1,609,,1200.0,,44760.0,ARS,FULFILLED
1000001516,1237,,1,366,,1200.0,,55650.0,ARS,PAID
1000001517,633,,2,614,,0.0,,51455.25,ARS,FULFILLED
1000001518,405,,1,250,,1200.0,,50205.0,ARS,FULFILLED
1000001519,244,,1,331,,900.0,,45912.0,ARS,FULFILLED
1000001520,1048,,2,522,,0.0,,45865.05,ARS,REFUNDED
1000001521,324,,2,158,,0.0,,56628.0,ARS,FULFILLED
1000001522,179,,1,325,,0.0,,43451.1,ARS,FULFILLED
1000001523,518,,2,357,,0.0,,45701.7,ARS,FULFILLED
1000001524,222,,1,472,,0.0,,35574.0,ARS,FULFILLED
1000001525,1301,,1,436,,900.0,,18051.75,ARS,FULFILLED
1000001526,884,,1,186,,1500.0,,27636.0,ARS,CREATED
1000001527,865,,2,219,,0.0,,41382.0,ARS,CREATED
1000001528,576,,1,1,,1200.0,,80515.5,ARS,FULFILLED
1000001529,642,,2,245,,0.0,,13794.0,ARS,FULFILLED
1000001530,1318,,1,393,,1500.0,,42664.2,ARS,CANCELLED
1000001531,1392,,1,463,,900.0,,50558.4,ARS,FULFILLED
1000001532,22,,2,88,,0.0,,36209.25,ARS,FULFILLED
1000001533,1086,,2,505,,0.0,,41382.0,ARS,FULFILLED
1000001534,995,,1,315,,1200.0,,48233.91,ARS,PAID
1000001535,1362,,1,317,,0.0,,83490.0,ARS,REFUNDED
1000001536,1176,,2,101,,0.0,,17787.0,ARS,FULFILLED
1000001537,991,,2,239,,0.0,,13068.0,ARS,FULFILLED
1000001538,461,,2,92,,0.0,,30129.0,ARS,CREATED
1000001539,656,,2,413,,0.0,,39131.4,ARS,FULFILLED
1000001540,1327,,1,98,,900.0,,67329.0,ARS,FULFILLED
1000001541,974,,2,151,,0.0,,43560.0,ARS,FULFILLED
1000001542,305,,1,426,,900.0,,52627.5,ARS,REFUNDED
1000001543,858,,1,549,,1200.0,,50205.0,ARS,REFUNDED
1000001544,1078,,1,533,,1200.0,,67447.5,ARS,PAID
1000001545,1382,,1,163,,1200.0,,18442.5,ARS,FULFILLED
1000001546,739,,2,9,,0.0,,26136.0,ARS,FULFILLED
1000001547,878,,1,532,,1200.0,,46901.7,ARS,FULFILLED
1000001548,863,,1,465,,1500.0,,50505.0,ARS,FULFILLED
1000001549,504,,2,82,,0.0,,17242.5,ARS,FULFILLED
1000001550,810,,1,372,,1200.0,,33870.0,ARS,CANCELLED
1000001551,1339,,1,398,,0.0,,42688.8,ARS,PAID
1000001552,769,,1,387,,900.0,,44460.0,ARS,FULFILLED
1000001553,952,,1,233,,1500.0,,20557.5,ARS,FULFILLED
1000001554,389,,1,138,,900.0,,87294.0,ARS,REFUNDED
1000001555,1039,,1,599,,1200.0,,20257.5,ARS,FULFILLED
1000001556,91,,1,184,,900.0,,40104.0,ARS,FULFILLED
1000001557,1190,,1,173,,1200.0,,43888.8,ARS,FULFILLED
1000001558,762,,2,574,,0.0,,57470.16,ARS,PAID
1000001559,520,,2,84,,0.0,,80586.0,ARS,FULFILLED
1000001560,604,,2,472,,0.0,,65703.0,ARS,FULFILLED
1000001561,1133,,1,361,,1500.0,,54861.0,ARS,CANCELLED
1000001562,1401,,1,336,,900.0,,64628.28,ARS,FULFILLED
1000001563,298,,2,136,,0.0,,29040.0,ARS,FULFILLED
1000001564,1104,,1,423,,1200.0,,17208.3,ARS,FULFILLED
1000001565,1309,,1,308,,1200.0,,28788.0,ARS,FULFILLED
1000001566,483,,2,499,,0.0,,42688.8,ARS,FULFILLED
1000001567,208,,1,172,,0.0,,13068.0,ARS,PAID
1000001568,1493,,2,619,,0.0,,42688.8,ARS,FULFILLED
1000001569,746,,1,141,,1500.0,,16020.0,ARS,REFUNDED
1000001570,1263,,1,405,,1200.0,,33870.0,ARS,FULFILLED
1000001571,878,,1,470,,1200.0,,46901.7,ARS,PAID
1000001572,625,,2,582,,0.0,,18104.62,ARS,PAID
1000001573,1236,,1,473,,0.0,,34394.25,ARS,FULFILLED
1000001574,700,,1,495,,900.0,,28488.0,ARS,CANCELLED
1000001575,777,,1,465,,0.0,,18104.62,ARS,FULFILLED
1000001576,1341,,1,43,,1200.0,,30240.0,ARS,FULFILLED
1000001577,1168,,1,295,,1200.0,,26029.2,ARS,PAID
1000001578,715,,2,73,,0.0,,27588.0,ARS,FULFILLED
1000001579,26,,2,450,,0.0,,41382.0,ARS,FULFILLED
1000001580,1469,,1,194,,1200.0,,82003.8,ARS,CANCELLED
1000001581,783,,1,354,,1200.0,,19350.0,ARS,FULFILLED
1000001582,1323,,2,248,,0.0,,16008.3,ARS,FULFILLED
1000001583,8,,2,546,,0.0,,84942.0,ARS,FULFILLED
1000001584,336,,2,363,,0.0,,91693.8,ARS,FULFILLED
1000001585,386,,1,151,,1200.0,,55650.0,ARS,FULFILLED
1000001586,1375,,2,630,,0.0,,39204.0,ARS,FULFILLED
1000001587,162,,1,530,,0.0,,42688.8,ARS,FULFILLED
1000001588,1203,,2,64,,0.0,,42688.8,ARS,FULFILLED
1000001589,835,,1,255,,1200.0,,44324.4,ARS,FULFILLED
1000001590,566,,2,75,,0.0,,59459.4,ARS,FULFILLED
1000001591,383,,1,406,,1200.0,,33870.0,ARS,FULFILLED
1000001592,746,,1,164,,1500.0,,39542.4,ARS,PAID
1000001593,383,,2,96,,0.0,,27588.0,ARS,CREATED
1000001594,1419,,1,633,,1200.0,,85416.0,ARS,PAID
1000001595,1037,,2,326,,0.0,,17242.5,ARS,REFUNDED
1000001596,775,,2,25,,0.0,,13068.0,ARS,REFUNDED
1000001597,1015,,1,432,,1200.0,,55513.88,ARS,CANCELLED
1000001598,1197,,2,525,,0.0,,43923.0,ARS,CANCELLED
1000001599,773,,2,454,,0.0,,79860.0,ARS,FULFILLED
1000001600,413,,1,556,,900.0,,40031.4,ARS,FULFILLED
1000001601,681,,1,604,,1200.0,,67447.5,ARS,FULFILLED
1000001602,1425,,2,524,,0.0,,14941.08,ARS,FULFILLED
1000001603,394,,1,590,,1200.0,,52927.5,ARS,FULFILLED
1000001604,942,,2,533,,0.0,,82455.45,ARS,PAID
1000001605,1238,,2,521,,0.0,,85305.0,ARS,FULFILLED
1000001606,1045,,1,439,,900.0,,40104.0,ARS,FULFILLED
1000001607,594,,2,505,,0.0,,85377.6,ARS,FULFILLED
1000001608,58,,1,504,,1200.0,,18351.75,ARS,FULFILLED
1000001609,1008,,2,392,,0.0,,109771.2,ARS,FULFILLED
1000001610,1028,,2,136,,0.0,,45534.72,ARS,FULFILLED
1000001611,1024,,2,489,,0.0,,43560.0,ARS,FULFILLED
1000001612,426,,1,349,,1500.0,,31992.0,ARS,REFUNDED
1000001613,90,,1,518,,1200.0,,38552.7,ARS,FULFILLED
1000001614,728,,1,621,,0.0,,46554.75,ARS,PAID
1000001615,294,,1,94,,900.0,,52627.5,ARS,FULFILLED
1000001616,200,,1,443,,1200.0,,17208.3,ARS,FULFILLED
1000001617,676,,2,62,,0.0,,49005.0,ARS,FULFILLED
1000001618,694,,1,424,,1200.0,,61095.0,ARS,FULFILLED
1000001619,800,,2,476,,0.0,,34303.5,ARS,CANCELLED
1000001620,1418,,1,497,,1200.0,,14268.0,ARS,FULFILLED
1000001621,245,,1,101,,1200.0,,42364.2,ARS,FULFILLED
1000001622,441,,1,504,,1200.0,,40404.0,ARS,FULFILLED
1000001623,393,,1,437,,1200.0,,101932.5,ARS,FULFILLED
1000001624,1428,,1,627,,1500.0,,53227.5,ARS,FULFILLED
1000001625,852,,1,184,,0.0,,53361.0,ARS,REFUNDED
1000001626,379,,1,38,,1500.0,,29088.0,ARS,FULFILLED
1000001627,653,,1,262,,1200.0,,29659.2,ARS,FULFILLED
1000001628,230,,1,559,,900.0,,46638.0,ARS,FULFILLED
1000001629,310,,1,598,,1200.0,,44760.0,ARS,FULFILLED
1000001630,689,,1,576,,0.0,,16335.0,ARS,CANCELLED
1000001631,715,,2,187,,0.0,,27588.0,ARS,FULFILLED
1000001632,520,,1,592,,1200.0,,51294.0,ARS,FULFILLED
1000001633,896,,1,575,,1500.0,,53227.5,ARS,FULFILLED
1000001634,703,,1,561,,900.0,,55350.0,ARS,FULFILLED
1000001635,1365,,2,323,,0.0,,15246.0,ARS,PAID
1000001636,746,,2,363,,0.0,,18150.0,ARS,REFUNDED
1000001637,789,,2,439,,0.0,,45520.2,ARS,FULFILLED
1000001638,77,,1,549,,1200.0,,28788.0,ARS,PAID
1000001639,953,,1,164,,1200.0,,82875.0,ARS,CREATED
1000001640,515,,1,271,,900.0,,15420.0,ARS,REFUNDED
1000001641,1066,,1,240,,1200.0,,30240.0,ARS,FULFILLED
1000001642,1081,,1,120,,1500.0,,93774.6,ARS,FULFILLED
1000001643,1232,,1,305,,900.0,,44351.1,ARS,FULFILLED
1000001644,585,,2,196,,0.0,,34485.0,ARS,FULFILLED
1000001645,624,,2,451,,0.0,,39930.0,ARS,FULFILLED
1000001646,931,,2,77,,0.0,,36300.0,ARS,PAID
1000001647,932,,1,204,,1500.0,,37437.0,ARS,PAID
1000001648,930,,1,40,,1200.0,,14994.0,ARS,FULFILLED
1000001649,1114,,2,436,,0.0,,14229.6,ARS,FULFILLED
1000001650,746,,1,12,,1200.0,,46720.2,ARS,PAID
1000001651,1306,,1,596,,0.0,,27588.0,ARS,FULFILLED
1000001652,741,,1,9,,1500.0,,27636.0,ARS,FULFILLED
1000001653,1305,,2,486,,0.0,,48024.9,ARS,REFUNDED
1000001654,435,,1,434,,900.0,,42427.2,ARS,CANCELLED
1000001655,217,,2,364,,0.0,,35937.0,ARS,FULFILLED
1000001656,944,,2,513,,0.0,,70422.0,ARS,PAID
1000001657,595,,2,338,,0.0,,28314.0,ARS,FULFILLED
1000001658,156,,2,9,,0.0,,26136.0,ARS,FULFILLED
1000001659,1323,,2,533,,0.0,,76230.0,ARS,FULFILLED
1000001660,1345,,1,152,,900.0,,18687.0,ARS,CREATED
1000001661,860,,1,26,,1500.0,,27636.0,ARS,FULFILLED
1000001662,136,,2,205,,0.0,,26136.0,ARS,FULFILLED
1000001663,1460,,2,277,,0.0,,58806.0,ARS,REFUNDED
1000001664,23,,1,320,,900.0,,13968.0,ARS,FULFILLED
1000001665,258,,1,98,,1200.0,,14994.0,ARS,FULFILLED
1000001666,1343,,2,47,,0.0,,53215.8,ARS,FULFILLED
1000001667,311,,1,103,,900.0,,74008.2,ARS,FULFILLED
1000001668,662,,1,275,,1500.0,,14568.0,ARS,FULFILLED
1000001669,538,,2,135,,0.0,,13068.0,ARS,PAID
1000001670,1212,,1,284,,0.0,,15652.56,ARS,FULFILLED
1000001671,282,,2,428,,0.0,,35574.0,ARS,CANCELLED
1000001672,1248,,1,44,,900.0,,49905.0,ARS,CREATED
1000001673,294,,2,310,,0.0,,30346.8,ARS,FULFILLED
1000001674,1148,,1,86,,900.0,,55350.0,ARS,PAID
1000001675,475,,1,436,,1200.0,,52927.5,ARS,FULFILLED
1000001676,1492,,1,608,,900.0,,50268.0,ARS,PAID
1000001677,1004,,1,319,,900.0,,44881.08,ARS,FULFILLED
1000001678,427,,1,507,,900.0,,71503.5,ARS,FULFILLED
1000001679,1490,,1,395,,900.0,,45004.5,ARS,FULFILLED
1000001680,1403,,1,329,,1200.0,,30167.4,ARS,PAID
1000001681,142,,1,103,,900.0,,29940.0,ARS,FULFILLED
1000001682,890,,2,564,,0.0,,43451.1,ARS,FULFILLED
1000001683,1265,,1,353,,1200.0,,33144.0,ARS,FULFILLED
1000001684,612,,1,63,,1200.0,,57229.05,ARS,FULFILLED
1000001685,166,,1,8,,0.0,,15518.25,ARS,CANCELLED
1000001686,330,,2,153,,0.0,,76484.1,ARS,FULFILLED
1000001687,1467,,2,176,,0.0,,19965.0,ARS,REFUNDED
1000001688,899,,1,406,,1200.0,,69502.08,ARS,FULFILLED
1000001689,728,,1,258,,1500.0,,29959.2,ARS,PAID
1000001690,1097,,2,147,,0.0,,65267.4,ARS,PAID
1000001691,1003,,1,423,,1500.0,,18651.75,ARS,PAID
1000001692,1147,,2,197,,0.0,,15246.0,ARS,FULFILLED
1000001693,747,,2,249,,0.0,,123619.65,ARS,FULFILLED
1000001694,956,,2,375,,0.0,,18104.62,ARS,REFUNDED
1000001695,379,,2,29,,0.0,,34303.5,ARS,FULFILLED
1000001696,115,,1,349,,1500.0,,38852.7,ARS,FULFILLED
1000001697,293,,1,438,,1200.0,,38552.7,ARS,PAID
1000001698,1002,,2,457,,0.0,,132930.6,ARS,FULFILLED
1000001699,1015,,2,589,,0.0,,37933.5,ARS,FULFILLED
1000001700,126,,1,390,,900.0,,67147.5,ARS,PAID
1000001701,946,,1,231,,1500.0,,15294.0,ARS,FULFILLED
1000001702,1005,,1,576,,0.0,,16335.0,ARS,FULFILLED
1000001703,1018,,1,307,,900.0,,27036.0,ARS,FULFILLED
1000001704,333,,2,175,,0.0,,28459.2,ARS,REFUNDED
1000001705,77,,2,409,,0.0,,19565.7,ARS,REFUNDED
1000001706,493,,1,458,,0.0,,56029.05,ARS,FULFILLED
1000001707,793,,2,228,,0.0,,85359.45,ARS,PAID
1000001708,864,,2,233,,0.0,,13794.0,ARS,FULFILLED
1000001709,982,,2,176,,0.0,,49005.0,ARS,FULFILLED
1000001710,146,,1,280,,900.0,,44460.0,ARS,FULFILLED
1000001711,10,,2,173,,0.0,,70422.0,ARS,PAID
1000001712,174,,1,281,,1200.0,,31546.8,ARS,PAID
1000001713,210,,1,613,,1200.0,,36774.0,ARS,FULFILLED
1000001714,1326,,2,529,,0.0,,14229.6,ARS,CANCELLED
1000001715,1032,,2,377,,0.0,,71583.6,ARS,FULFILLED
1000001716,708,,1,342,,900.0,,40104.0,ARS,FULFILLED
1000001717,956,,1,260,,900.0,,15420.0,ARS,FULFILLED
1000001718,1468,,1,65,,1500.0,,86442.0,ARS,PAID
1000001719,182,,1,277,,0.0,,42688.8,ARS,FULFILLED
1000001720,295,,2,282,,0.0,,53542.5,ARS,CANCELLED
1000001721,1388,,2,493,,0.0,,66973.5,ARS,FULFILLED
1000001722,282,,1,578,,0.0,,27442.8,ARS,FULFILLED
1000001723,1365,,1,590,,0.0,,41382.0,ARS,FULFILLED
1000001724,505,,2,569,,0.0,,31305.12,ARS,FULFILLED
1000001725,774,,1,473,,1500.0,,57402.0,ARS,PAID
1000001726,504,,1,510,,900.0,,29359.2,ARS,FULFILLED
1000001727,748,,1,104,,1200.0,,42582.0,ARS,FULFILLED
1000001728,479,,2,512,,0.0,,28459.2,ARS,CREATED
1000001729,975,,1,616,,900.0,,97675.8,ARS,FULFILLED
1000001730,156,,1,548,,1200.0,,15429.6,ARS,FULFILLED
1000001731,380,,2,560,,0.0,,34485.0,ARS,FULFILLED
1000001732,823,,1,571,,1200.0,,15429.6,ARS,FULFILLED
1000001733,561,,2,200,,0.0,,83853.0,ARS,FULFILLED
1000001734,40,,1,51,,900.0,,98677.68,ARS,FULFILLED
1000001735,270,,2,499,,0.0,,14483.7,ARS,FULFILLED
1000001736,557,,1,206,,1200.0,,16446.0,ARS,FULFILLED
1000001737,303,,2,166,,0.0,,49985.1,ARS,FULFILLED
1000001738,345,,1,246,,1200.0,,15429.6,ARS,PAID
1000001739,676,,2,110,,0.0,,30492.0,ARS,FULFILLED
1000001740,1373,,2,344,,0.0,,35574.0,ARS,FULFILLED
1000001741,564,,2,117,,0.0,,51001.5,ARS,FULFILLED
1000001742,182,,2,145,,0.0,,53361.0,ARS,FULFILLED
1000001743,216,,2,128,,0.0,,54450.0,ARS,FULFILLED
1000001744,752,,1,598,,1200.0,,43888.8,ARS,FULFILLED
1000001745,413,,1,369,,0.0,,27551.7,ARS,FULFILLED
1000001746,1384,,1,275,,900.0,,28488.0,ARS,PAID
1000001747,478,,2,13,,0.0,,14229.6,ARS,PAID
1000001748,1049,,1,63,,1200.0,,73800.0,ARS,PAID
1000001749,1271,,1,123,,900.0,,40104.0,ARS,FULFILLED
1000001750,471,,2,220,,0.0,,121350.9,ARS,CANCELLED
1000001751,650,,2,415,,0.0,,25613.28,ARS,FULFILLED
1000001752,685,,2,210,,0.0,,88935.0,ARS,FULFILLED
1000001753,936,,1,515,,1200.0,,28788.0,ARS,FULFILLED
1000001754,1189,,1,583,,1200.0,,19350.0,ARS,FULFILLED
1000001755,1130,,1,277,,0.0,,89298.0,ARS,FULFILLED
1000001756,233,,1,499,,1500.0,,25022.4,ARS,FULFILLED
1000001757,626,,1,423,,900.0,,14621.4,ARS,FULFILLED
1000001758,545,,2,5,,0.0,,75867.0,ARS,PAID
1000001759,147,,2,186,,0.0,,43560.0,ARS,FULFILLED
1000001760,946,,1,354,,900.0,,29867.4,ARS,FULFILLED
1000001761,267,,2,550,,0.0,,31944.0,ARS,FULFILLED
1000001762,1200,,2,336,,0.0,,29403.0,ARS,REFUNDED
1000001763,106,,2,634,,0.0,,85377.6,ARS,FULFILLED
1000001764,656,,1,400,,1200.0,,44760.0,ARS,FULFILLED
1000001765,1324,,2,417,,0.0,,14229.6,ARS,FULFILLED
1000001766,1133,,2,218,,0.0,,34485.0,ARS,FULFILLED
1000001767,921,,2,181,,0.0,,43451.1,ARS,FULFILLED
1000001768,16,,1,146,,1500.0,,44188.8,ARS,FULFILLED
1000001769,1099,,1,231,,900.0,,14694.0,ARS,FULFILLED
1000001770,920,,2,57,,0.0,,49005.0,ARS,FULFILLED
1000001771,503,,1,268,,900.0,,37200.0,ARS,FULFILLED
1000001772,1057,,2,531,,0.0,,18150.0,ARS,FULFILLED
1000001773,1044,,1,537,,1200.0,,36774.0,ARS,FULFILLED
1000001774,1012,,1,372,,900.0,,35385.0,ARS,FULFILLED
1000001775,163,,2,511,,0.0,,29040.0,ARS,PAID
1000001776,347,,2,217,,0.0,,34485.0,ARS,FULFILLED
1000001777,634,,1,637,,0.0,,31944.0,ARS,PAID
1000001778,1463,,1,128,,1500.0,,87712.5,ARS,CANCELLED
1000001779,123,,1,295,,900.0,,43008.0,ARS,FULFILLED
1000001780,638,,1,634,,1200.0,,73074.0,ARS,FULFILLED
1000001781,1230,,1,586,,1200.0,,15720.0,ARS,FULFILLED
1000001782,689,,2,308,,0.0,,14520.0,ARS,FULFILLED
1000001783,1069,,1,219,,1200.0,,74889.0,ARS,FULFILLED
1000001784,1335,,1,118,,1200.0,,26029.2,ARS,FULFILLED
1000001785,1312,,2,326,,0.0,,16008.3,ARS,CANCELLED
1000001786,992,,2,25,,0.0,,32670.0,ARS,REFUNDED
1000001787,713,,2,307,,0.0,,49803.6,ARS,FULFILLED
1000001788,1477,,2,564,,0.0,,13068.0,ARS,FULFILLED
1000001789,1333,,1,485,,1200.0,,30240.0,ARS,PAID
1000001790,980,,1,380,,1200.0,,72892.5,ARS,FULFILLED
1000001791,977,,2,472,,0.0,,53361.0,ARS,FULFILLED
1000001792,1254,,1,193,,1500.0,,13914.6,ARS,FULFILLED
1000001793,1126,,1,204,,1200.0,,77793.0,ARS,FULFILLED
1000001794,436,,1,306,,0.0,,14520.0,ARS,FULFILLED
1000001795,1117,,1,189,,900.0,,33570.0,ARS,FULFILLED
1000001796,276,,2,288,,0.0,,34485.0,ARS,PAID
1000001797,551,,1,399,,900.0,,40104.0,ARS,FULFILLED
1000001798,1479,,2,447,,0.0,,39204.0,ARS,REFUNDED
1000001799,274,,2,13,,0.0,,16335.0,ARS,FULFILLED
1000001800,361,,2,181,,0.0,,30492.0,ARS,FULFILLED
1000001801,17,,1,255,,900.0,,40104.0,ARS,PAID
1000001802,713,,1,35,,0.0,,39131.4,ARS,PAID
1000001803,1142,,2,582,,0.0,,13794.0,ARS,CANCELLED
1000001804,1094,,1,262,,900.0,,33570.0,ARS,FULFILLED
1000001805,637,,1,606,,900.0,,16908.3,ARS,FULFILLED
1000001806,1416,,1,287,,1200.0,,44760.0,ARS,FULFILLED
1000001807,949,,1,269,,1500.0,,85570.8,ARS,FULFILLED
1000001808,1146,,1,60,,1200.0,,80987.4,ARS,CANCELLED
1000001809,1482,,1,72,,1500.0,,16746.0,ARS,FULFILLED
1000001810,496,,1,257,,1500.0,,44188.8,ARS,FULFILLED
1000001811,991,,1,583,,900.0,,58370.16,ARS,FULFILLED
1000001812,915,,2,205,,0.0,,39204.0,ARS,CREATED
1000001813,970,,2,454,,0.0,,26136.0,ARS,PAID
1000001814,1166,,2,325,,0.0,,17787.0,ARS,FULFILLED
1000001815,1038,,2,338,,0.0,,45476.64,ARS,FULFILLED
1000001816,1103,,2,588,,0.0,,70893.9,ARS,CANCELLED
1000001817,1326,,1,287,,1200.0,,50858.4,ARS,CANCELLED
