order_bk,carrier,tracking_number,shipped_date_sk,delivered_date_sk,is_delivered
1000002399,Correo Argentino,TRK-Z80713T7YK,357.0,359.0,1
1000002400,PICKUP,,605.0,606.0,1
1000002401,Correo Argentino,TRK-LAISUFL476,233.0,235.0,1
1000002402,Correo Argentino,TRK-AJUQ2L6ZB1,10.0,13.0,1
1000002403,Correo Argentino,TRK-JQC991JBQ6,323.0,327.0,1
1000002404,PICKUP,,423.0,424.0,1
1000002405,PICKUP,,16.0,17.0,1
1000002406,Correo Argentino,TRK-90FKDG7NZN,521.0,525.0,1
1000002407,PICKUP,,20.0,21.0,1
1000002408,PICKUP,,450.0,451.0,1
1000002409,PICKUP,,49.0,50.0,1
1000002410,Correo Argentino,TRK-5KJDU3R26Z,623.0,628.0,1
1000002411,Correo Argentino,TRK-FBO6R3Q9QL,346.0,351.0,1
1000002412,PICKUP,,277.0,278.0,1
1000002413,Correo Argentino,TRK-F5IV740UND,616.0,621.0,1
1000002414,Correo Argentino,TRK-H4XY1MEAOC,146.0,150.0,1
1000002415,Correo Argentino,TRK-BLU0QKN78E,446.0,449.0,1
1000002416,PICKUP,,238.0,239.0,1
1000002417,PICKUP,,115.0,116.0,1
1000002418,PICKUP,,503.0,504.0,1
1000002419,Correo Argentino,TRK-R1NAZGEZH0,434.0,439.0,1
1000002420,Correo Argentino,TRK-4W7ACSDARX,355.0,359.0,1
1000002421,PICKUP,,360.0,361.0,1
1000002422,Correo Argentino,TRK-D5BLAB3L9V,573.0,575.0,1
1000002423,PICKUP,,242.0,243.0,1
1000002424,Correo Argentino,TRK-6MSCXCP6FE,560.0,562.0,1
1000002425,Correo Argentino,TRK-NLEBS9H8JU,68.0,71.0,1
1000002426,Correo Argentino,TRK-7U6O1V0K22,184.0,186.0,1
1000002427,Correo Argentino,TRK-QQQCU1691A,48.0,53.0,1
1000002428,Correo Argentino,TRK-71SLEWGSXL,374.0,378.0,1
1000002429,PICKUP,,564.0,565.0,1
1000002430,Correo Argentino,TRK-BUDC599X69,552.0,554.0,1
1000002431,PICKUP,,372.0,373.0,1
1000002432,PICKUP,,607.0,608.0,1
1000002433,Correo Argentino,TRK-I9O5AS3BG1,283.0,287.0,1
1000002434,PICKUP,,27.0,28.0,1
1000002435,Correo Argentino,TRK-J0J3LZ2FTB,605.0,608.0,1
1000002436,PICKUP,,93.0,94.0,1
1000002437,PICKUP,,199.0,200.0,1
1000002438,Correo Argentino,TRK-GNDDG43PO4,481.0,483.0,1
1000002439,Correo Argentino,,,,0
1000002440,Correo Argentino,TRK-60H04GVNU6,125.0,129.0,1
1000002441,PICKUP,,159.0,160.0,1
1000002442,Correo Argentino,TRK-R6YM18UXQW,83.0,90.0,1
1000002443,PICKUP,,390.0,391.0,1
1000002444,Correo Argentino,,,,0
1000002445,Correo Argentino,TRK-IPPUZD9Q4J,540.0,543.0,1
1000002446,PICKUP,,126.0,127.0,1
1000002447,Correo Argentino,TRK-R496BJZLCX,96.0,99.0,1
1000002448,Correo Argentino,TRK-HGUEJ2QW7M,265.0,267.0,1
1000002449,PICKUP,,270.0,271.0,1
1000002450,Correo Argentino,TRK-17SA1M7I0Q,276.0,281.0,1
1000002451,PICKUP,,9.0,10.0,1
1000002452,PICKUP,,336.0,337.0,1
1000002453,Correo Argentino,TRK-XOD7VZEA8Q,453.0,455.0,1
1000002454,Correo Argentino,TRK-NICID3HX9X,567.0,569.0,1
1000002455,Correo Argentino,TRK-V278RILYLI,3.0,10.0,1
1000002456,PICKUP,,168.0,169.0,1
1000002457,Correo Argentino,TRK-T2JIE79EA9,484.0,487.0,1
1000002458,Correo Argentino,,,,0
1000002459,Correo Argentino,TRK-K4EF3KNZ73,459.0,461.0,1
1000002460,PICKUP,,209.0,210.0,1
1000002461,PICKUP,,332.0,333.0,1
1000002462,PICKUP,,292.0,293.0,1
1000002463,PICKUP,,403.0,404.0,1
1000002464,Correo Argentino,TRK-XNX0D0ZH14,397.0,400.0,1
1000002465,Correo Argentino,TRK-FGL7ZYXMO4,331.0,334.0,1
1000002466,PICKUP,,388.0,389.0,1
1000002467,PICKUP,,572.0,573.0,1
1000002468,Correo Argentino,TRK-UI9QY7JE77,637.0,641.0,1
1000002469,Correo Argentino,TRK-RTBKIL4DZO,212.0,215.0,1
1000002470,PICKUP,,180.0,181.0,1
1000002471,Correo Argentino,TRK-J6JMXR929C,575.0,578.0,1
1000002472,Correo Argentino,TRK-IM6GECR9GS,10.0,15.0,1
1000002473,Correo Argentino,TRK-4FZBCIE99S,602.0,605.0,1
1000002474,Correo Argentino,TRK-2QCVROPH0K,289.0,292.0,1
1000002475,PICKUP,,175.0,176.0,1
1000002476,Correo Argentino,TRK-KTXGCTFYYE,452.0,456.0,1
1000002477,PICKUP,,19.0,20.0,1
1000002478,Correo Argentino,TRK-ACH6VRFEMZ,110.0,114.0,1
1000002479,Correo Argentino,TRK-RVAUXAD24E,383.0,386.0,1
1000002480,Correo Argentino,TRK-92JHVJ5ZVX,188.0,192.0,1
1000002481,PICKUP,,633.0,634.0,1
1000002482,Correo Argentino,TRK-X2E8NC9YH8,387.0,389.0,1
1000002483,Correo Argentino,TRK-7VBRPNZ5HV,174.0,176.0,1
1000002484,Correo Argentino,TRK-95W62MNYGB,273.0,279.0,1
1000002485,PICKUP,,615.0,616.0,1
1000002486,PICKUP,,,,0
1000002487,Correo Argentino,TRK-2H7Y6RO7DE,97.0,101.0,1
1000002488,Correo Argentino,TRK-FB0NVD8DLN,493.0,497.0,1
1000002489,Correo Argentino,TRK-LXMDWWJ6U3,208.0,210.0,1
1000002490,Correo Argentino,TRK-YTHW44W99L,294.0,301.0,1
1000002491,PICKUP,,247.0,248.0,1
1000002492,Correo Argentino,TRK-TNUZLYFFNX,595.0,599.0,1
1000002493,Correo Argentino,,,,0
1000002494,PICKUP,,373.0,374.0,1
1000002495,PICKUP,,66.0,67.0,1
1000002496,Correo Argentino,TRK-KF9OOM03XL,32.0,35.0,1
1000002497,Correo Argentino,TRK-ANNAFI835J,108.0,111.0,1
1000002498,PICKUP,,127.0,128.0,1
1000002499,Correo Argentino,TRK-2HYJRAM9X5,530.0,532.0,1
1000002500,Correo Argentino,TRK-RF4VB7QXC3,271.0,278.0,1
1000002501,Correo Argentino,TRK-BVS8703MZS,271.0,274.0,1
1000002502,Correo Argentino,TRK-BPJUFKWCUW,531.0,536.0,1
1000002503,PICKUP,,440.0,441.0,1
1000002504,PICKUP,,97.0,98.0,1
1000002505,Correo Argentino,TRK-TSBDPXC82S,445.0,452.0,1
1000002506,Correo Argentino,TRK-9T57L9JAQ8,550.0,552.0,1
1000002507,PICKUP,,609.0,610.0,1
1000002508,Correo Argentino,TRK-F44A7549MT,218.0,220.0,1
1000002509,Correo Argentino,,,,0
1000002510,Correo Argentino,TRK-1Y47UC3T4X,290.0,294.0,1
1000002511,PICKUP,,79.0,80.0,1
1000002512,PICKUP,,351.0,352.0,1
1000002513,Correo Argentino,TRK-TWK4T1WMRN,304.0,308.0,1
1000002514,Correo Argentino,TRK-D7TFP98G4Z,194.0,196.0,1
1000002515,PICKUP,,512.0,513.0,1
1000002516,Correo Argentino,TRK-UG4HR93J4I,60.0,63.0,1
1000002517,Correo Argentino,TRK-R53LB6P3IJ,413.0,418.0,1
1000002518,Correo Argentino,TRK-UAA3KJJ2WW,233.0,236.0,1
1000002519,PICKUP,,217.0,218.0,1
1000002520,Correo Argentino,TRK-TU7RILU2KO,177.0,181.0,1
1000002521,Correo Argentino,TRK-WT2F7W90V8,564.0,566.0,1
1000002522,PICKUP,,558.0,559.0,1
1000002523,PICKUP,,102.0,103.0,1
1000002524,Correo Argentino,TRK-5D0YILLOY2,61.0,64.0,1
1000002525,Correo Argentino,TRK-NU9CSWZQ2A,578.0,580.0,1
1000002526,Correo Argentino,TRK-VA2UTF1ASK,460.0,463.0,1
1000002527,Correo Argentino,TRK-3BH1KJKFHF,533.0,538.0,1
1000002528,Correo Argentino,TRK-HBI1S0PYZ2,455.0,460.0,1
1000002529,PICKUP,,47.0,48.0,1
1000002530,Correo Argentino,TRK-O776VX60RA,253.0,258.0,1
1000002531,Correo Argentino,TRK-TDUY18QDDV,374.0,377.0,1
1000002532,Correo Argentino,TRK-E9K7FW0A0Y,531.0,536.0,1
1000002533,Correo Argentino,TRK-VNCA1P5JRF,162.0,166.0,1
1000002534,PICKUP,,9.0,10.0,1
1000002535,Correo Argentino,TRK-8IKDO57XSU,122.0,124.0,1
1000002536,Correo Argentino,TRK-XUHF228N9A,170.0,174.0,1
1000002537,Correo Argentino,TRK-3S7BZ5OU70,489.0,492.0,1
1000002538,PICKUP,,,,0
1000002539,Correo Argentino,TRK-30X30W3OQ5,71.0,74.0,1
1000002540,Correo Argentino,TRK-OWG5O8WSM6,66.0,69.0,1
1000002541,PICKUP,,363.0,364.0,1
1000002542,Correo Argentino,TRK-324KH38HSL,259.0,261.0,1
1000002543,PICKUP,,326.0,327.0,1
1000002544,Correo Argentino,TRK-J3H9B6SMN1,509.0,513.0,1
1000002545,Correo Argentino,TRK-0EKS0YDA4K,380.0,385.0,1
1000002546,PICKUP,,40.0,41.0,1
1000002547,Correo Argentino,TRK-NRE2Q2Z6JM,202.0,207.0,1
1000002548,Correo Argentino,TRK-81ZBW3YD57,622.0,624.0,1
1000002549,Correo Argentino,TRK-KD7926PWBA,127.0,131.0,1
1000002550,Correo Argentino,,,,0
1000002551,Correo Argentino,TRK-N39S5I43K2,210.0,213.0,1
1000002552,Correo Argentino,TRK-OB4WEYYLS2,263.0,265.0,1
1000002553,Correo Argentino,TRK-VFBL3XG6FB,628.0,631.0,1
1000002554,Correo Argentino,TRK-0J3SO4ASLR,189.0,192.0,1
1000002555,Correo Argentino,TRK-5ABZ76NQ0R,217.0,222.0,1
1000002556,Correo Argentino,TRK-RB2IL056E8,508.0,510.0,1
1000002557,Correo Argentino,TRK-O7NPLGIHJF,135.0,138.0,1
1000002558,Correo Argentino,TRK-51T3SGA6T9,416.0,419.0,1
1000002559,Correo Argentino,TRK-0LN6TFJNTH,604.0,607.0,1
1000002560,PICKUP,,489.0,490.0,1
1000002561,PICKUP,,336.0,337.0,1
1000002562,Correo Argentino,TRK-OFC7R77KWK,174.0,177.0,1
1000002563,Correo Argentino,TRK-33P9AYXCW8,355.0,362.0,1
1000002564,Correo Argentino,TRK-N0ESSDLA8D,17.0,21.0,1
1000002565,Correo Argentino,TRK-RYE76VOJI9,194.0,197.0,1
1000002566,Correo Argentino,TRK-DAC25YAXFP,504.0,507.0,1
1000002567,PICKUP,,550.0,551.0,1
1000002568,Correo Argentino,TRK-5M3AWOJDQI,389.0,391.0,1
1000002569,PICKUP,,495.0,496.0,1
1000002570,PICKUP,,353.0,354.0,1
1000002571,PICKUP,,407.0,408.0,1
1000002572,Correo Argentino,TRK-WFUHW24DP6,370.0,372.0,1
1000002573,Correo Argentino,TRK-N8L812CPLB,324.0,327.0,1
1000002574,Correo Argentino,TRK-WZKL8RJHJS,624.0,627.0,1
1000002575,Correo Argentino,TRK-X86JRNDJW5,210.0,213.0,1
1000002576,Correo Argentino,TRK-LPGUT1PV0B,125.0,127.0,1
1000002577,Correo Argentino,TRK-QLD56PX9Q2,98.0,102.0,1
1000002578,PICKUP,,255.0,256.0,1
1000002579,Correo Argentino,TRK-DUJY23QIGT,631.0,633.0,1
1000002580,Correo Argentino,TRK-9JLJMQDHE8,251.0,257.0,1
1000002581,PICKUP,,63.0,64.0,1
1000002582,Correo Argentino,TRK-ABWOKHEP9M,55.0,59.0,1
1000002583,Correo Argentino,TRK-1H68IM4GRU,398.0,400.0,1
1000002584,PICKUP,,404.0,405.0,1
1000002585,Correo Argentino,,,,0
1000002586,PICKUP,,355.0,356.0,1
1000002587,PICKUP,,429.0,430.0,1
1000002588,Correo Argentino,TRK-I1KAVNJZO0,288.0,290.0,1
1000002589,Correo Argentino,TRK-2WNPQF4EGY,318.0,321.0,1
1000002590,Correo Argentino,,,,0
1000002591,PICKUP,,567.0,568.0,1
1000002592,Correo Argentino,TRK-71LAVRFVRI,168.0,173.0,1
1000002593,PICKUP,,,,0
1000002594,Correo Argentino,TRK-LZZ4NVKVYL,269.0,271.0,1
1000002595,Correo Argentino,TRK-DC6CY9Q5YH,40.0,45.0,1
1000002596,Correo Argentino,,,,0
1000002597,PICKUP,,,,0
1000002598,PICKUP,,111.0,112.0,1
1000002599,PICKUP,,281.0,282.0,1
1000002600,Correo Argentino,TRK-N43ROGLF1S,414.0,417.0,1
1000002601,PICKUP,,,,0
1000002602,Correo Argentino,,,,0
1000002603,Correo Argentino,TRK-94WM3BK6CW,553.0,556.0,1
1000002604,PICKUP,,145.0,146.0,1
1000002605,Correo Argentino,TRK-GCDRZJTSJW,19.0,23.0,1
1000002606,Correo Argentino,TRK-6WECBCNT6G,16.0,21.0,1
1000002607,PICKUP,,217.0,218.0,1
1000002608,PICKUP,,169.0,170.0,1
1000002609,Correo Argentino,TRK-N078C74TUL,600.0,605.0,1
1000002610,Correo Argentino,TRK-DH1VG86NXB,311.0,313.0,1
1000002611,Correo Argentino,TRK-LYL4UJL7CT,304.0,309.0,1
1000002612,PICKUP,,565.0,566.0,1
1000002613,Correo Argentino,TRK-QBZHCAODSA,230.0,233.0,1
1000002614,PICKUP,,414.0,415.0,1
1000002615,Correo Argentino,TRK-X03ZBY1OFM,270.0,273.0,1
1000002616,Correo Argentino,TRK-0XGRWD02PA,625.0,629.0,1
1000002617,PICKUP,,505.0,506.0,1
1000002618,Correo Argentino,TRK-R43SFFPPSI,172.0,174.0,1
1000002619,PICKUP,,627.0,628.0,1
1000002620,Correo Argentino,,,,0
1000002621,Correo Argentino,TRK-08VYVTE9IG,468.0,473.0,1
1000002622,PICKUP,,75.0,76.0,1
1000002623,Correo Argentino,TRK-J90OU4U1PT,201.0,206.0,1
1000002624,PICKUP,,309.0,310.0,1
1000002625,Correo Argentino,TRK-IGMG55CT9D,400.0,403.0,1
1000002626,Correo Argentino,TRK-UBXFHS1B3E,143.0,146.0,1
1000002627,PICKUP,,311.0,312.0,1
1000002628,PICKUP,,102.0,103.0,1
1000002629,PICKUP,,306.0,307.0,1
1000002630,Correo Argentino,TRK-VSMMNVFH3N,499.0,504.0,1
1000002631,Correo Argentino,TRK-TIVKSJ6LVP,28.0,32.0,1
1000002632,PICKUP,,296.0,297.0,1
1000002633,PICKUP,,159.0,160.0,1
1000002634,PICKUP,,53.0,54.0,1
1000002635,Correo Argentino,TRK-JQBKV6TBAL,481.0,484.0,1
1000002636,PICKUP,,344.0,345.0,1
1000002637,PICKUP,,180.0,181.0,1
1000002638,PICKUP,,424.0,425.0,1
1000002639,Correo Argentino,TRK-EL8FM4595R,315.0,319.0,1
1000002640,Correo Argentino,TRK-DDUCM1EWLN,345.0,350.0,1
1000002641,Correo Argentino,TRK-Q7WKR78ACJ,156.0,159.0,1
1000002642,Correo Argentino,TRK-BUESEKOU2C,11.0,15.0,1
1000002643,Correo Argentino,TRK-9HNYUPR69Y,575.0,578.0,1
1000002644,Correo Argentino,TRK-NZB1FU8A5W,246.0,253.0,1
1000002645,PICKUP,,361.0,362.0,1
1000002646,Correo Argentino,TRK-WB5XV5SIOQ,420.0,423.0,1
1000002647,PICKUP,,132.0,133.0,1
1000002648,Correo Argentino,TRK-8FL7GAG6CB,338.0,341.0,1
1000002649,Correo Argentino,TRK-78JO9N0JZ0,200.0,203.0,1
1000002650,Correo Argentino,TRK-GHPJXCBHAA,316.0,319.0,1
1000002651,PICKUP,,521.0,522.0,1
1000002652,Correo Argentino,TRK-CGQESDNC1K,609.0,614.0,1
1000002653,PICKUP,,399.0,400.0,1
1000002654,PICKUP,,97.0,98.0,1
1000002655,Correo Argentino,TRK-3KMZ5YUGUR,27.0,31.0,1
1000002656,PICKUP,,225.0,226.0,1
1000002657,PICKUP,,495.0,496.0,1
1000002658,PICKUP,,154.0,155.0,1
1000002659,Correo Argentino,TRK-DIMUD48OH9,491.0,493.0,1
1000002660,Correo Argentino,TRK-7D1PXG3KZQ,360.0,364.0,1
1000002661,Correo Argentino,TRK-OS7KJKA8P3,440.0,443.0,1
1000002662,PICKUP,,475.0,476.0,1
1000002663,Correo Argentino,TRK-PMZPOK6VWE,22.0,25.0,1
1000002664,Correo Argentino,TRK-ZPL7PSYQ2V,205.0,207.0,1
1000002665,Correo Argentino,TRK-PQ3C4R1OBE,422.0,427.0,1
1000002666,PICKUP,,216.0,217.0,1
1000002667,PICKUP,,33.0,34.0,1
1000002668,Correo Argentino,TRK-CG21FOGSPE,637.0,641.0,1
1000002669,Correo Argentino,TRK-PUUDJU63O9,370.0,372.0,1
1000002670,Correo Argentino,,,,0
1000002671,PICKUP,,,,0
1000002672,PICKUP,,428.0,429.0,1
1000002673,PICKUP,,125.0,126.0,1
1000002674,Correo Argentino,TRK-7UXYMBNMMM,256.0,259.0,1
1000002675,Correo Argentino,TRK-TJYQKUU2LT,133.0,135.0,1
1000002676,Correo Argentino,TRK-NINW8AZ1XU,373.0,376.0,1
1000002677,Correo Argentino,TRK-0JLOEV8IK1,491.0,493.0,1
1000002678,Correo Argentino,TRK-G36Q6NMBU0,66.0,69.0,1
1000002679,PICKUP,,483.0,484.0,1
1000002680,Correo Argentino,TRK-32TQYYEAQU,183.0,186.0,1
1000002681,Correo Argentino,TRK-OXYJE4GWXJ,399.0,406.0,1
1000002682,PICKUP,,327.0,328.0,1
1000002683,PICKUP,,13.0,14.0,1
1000002684,PICKUP,,,,0
1000002685,Correo Argentino,TRK-B25ODTKEW4,552.0,556.0,1
1000002686,Correo Argentino,,,,0
1000002687,Correo Argentino,TRK-1RK5CXVN5R,545.0,549.0,1
1000002688,Correo Argentino,TRK-NSRD1BAPLD,95.0,100.0,1
1000002689,PICKUP,,169.0,170.0,1
1000002690,Correo Argentino,TRK-MW0V9421AQ,64.0,68.0,1
1000002691,PICKUP,,65.0,66.0,1
1000002692,Correo Argentino,TRK-X24B06TW86,627.0,631.0,1
1000002693,Correo Argentino,TRK-CDSIAXDJ0M,610.0,615.0,1
1000002694,Correo Argentino,,,,0
1000002695,PICKUP,,599.0,600.0,1
1000002696,Correo Argentino,TRK-CHZX7L4AB7,525.0,530.0,1
1000002697,Correo Argentino,,,,0
1000002698,PICKUP,,186.0,187.0,1
1000002699,PICKUP,,343.0,344.0,1
1000002700,PICKUP,,230.0,231.0,1
1000002701,Correo Argentino,TRK-4RYATUZFAL,622.0,624.0,1
1000002702,Correo Argentino,TRK-BX55XE7LV2,283.0,287.0,1
1000002703,Correo Argentino,TRK-6PDNNEW4OP,343.0,347.0,1
1000002704,PICKUP,,190.0,191.0,1
1000002705,PICKUP,,567.0,568.0,1
1000002706,Correo Argentino,TRK-JL1ZFRW7X5,356.0,360.0,1
1000002707,Correo Argentino,TRK-PBCJURGZD2,96.0,101.0,1
1000002708,Correo Argentino,TRK-6J2VF9AHAN,78.0,81.0,1
1000002709,Correo Argentino,TRK-UJURFPOXMR,187.0,189.0,1
1000002710,PICKUP,,375.0,376.0,1
1000002711,Correo Argentino,TRK-2WBZFZJWOM,352.0,355.0,1
1000002712,Correo Argentino,TRK-BAOIWAYDRU,616.0,620.0,1
1000002713,Correo Argentino,TRK-W4E3J8Z4ZJ,610.0,614.0,1
1000002714,Correo Argentino,TRK-GDL24B8XQK,401.0,404.0,1
1000002715,PICKUP,,47.0,48.0,1
1000002716,Correo Argentino,TRK-KH2JI72MBD,392.0,397.0,1
1000002717,Correo Argentino,TRK-TLXGKYA164,163.0,168.0,1
1000002718,Correo Argentino,TRK-493OSFZ9B3,509.0,514.0,1
1000002719,PICKUP,,539.0,540.0,1
1000002720,Correo Argentino,,,,0
1000002721,PICKUP,,166.0,167.0,1
1000002722,Correo Argentino,TRK-ECNV5VECXO,322.0,326.0,1
1000002723,PICKUP,,259.0,260.0,1
1000002724,Correo Argentino,TRK-QHITTZAL1E,350.0,354.0,1
1000002725,Correo Argentino,TRK-ZZG2PHH1HH,595.0,599.0,1
1000002726,Correo Argentino,,,,0
1000002727,Correo Argentino,,,,0
1000002728,Correo Argentino,TRK-WZYMJ6MBEY,329.0,334.0,1
1000002729,PICKUP,,94.0,95.0,1
1000002730,PICKUP,,386.0,387.0,1
1000002731,PICKUP,,618.0,619.0,1
1000002732,PICKUP,,399.0,400.0,1
1000002733,Correo Argentino,TRK-5UEF2H8VMT,384.0,387.0,1
1000002734,Correo Argentino,TRK-EUD9LVHW4E,189.0,193.0,1
1000002735,PICKUP,,618.0,619.0,1
1000002736,PICKUP,,384.0,385.0,1
1000002737,PICKUP,,288.0,289.0,1
1000002738,Correo Argentino,TRK-WIG6BATF5O,421.0,425.0,1
1000002739,Correo Argentino,TRK-O3NQN41UK7,193.0,195.0,1
1000002740,PICKUP,,142.0,143.0,1
1000002741,Correo Argentino,TRK-G64XSU6LLU,617.0,621.0,1
1000002742,PICKUP,,184.0,185.0,1
1000002743,PICKUP,,300.0,301.0,1
1000002744,PICKUP,,526.0,527.0,1
1000002745,Correo Argentino,TRK-146NZ9GS96,452.0,458.0,1
1000002746,PICKUP,,14.0,15.0,1
1000002747,Correo Argentino,TRK-X1YFH1HDNR,482.0,487.0,1
1000002748,PICKUP,,313.0,314.0,1
1000002749,PICKUP,,,,0
1000002750,Correo Argentino,TRK-2I8MH6JJR2,580.0,584.0,1
1000002751,PICKUP,,586.0,587.0,1
1000002752,PICKUP,,158.0,159.0,1
1000002753,Correo Argentino,,,,0
1000002754,Correo Argentino,TRK-LAOPOWW2C4,346.0,350.0,1
1000002755,Correo Argentino,TRK-FZERUC7SJR,176.0,180.0,1
1000002756,Correo Argentino,TRK-82Z4JSIJPB,211.0,216.0,1
1000002757,Correo Argentino,TRK-EJIX7UC5G0,454.0,456.0,1
1000002758,Correo Argentino,TRK-I7P4S7JZ4D,176.0,179.0,1
1000002759,PICKUP,,,,0
1000002760,PICKUP,,537.0,538.0,1
1000002761,Correo Argentino,TRK-48NL2GHN9C,576.0,578.0,1
1000002762,Correo Argentino,TRK-JGI36KE94J,513.0,515.0,1
1000002763,Correo Argentino,TRK-23HELSUBU1,468.0,473.0,1
1000002764,PICKUP,,610.0,611.0,1
1000002765,PICKUP,,70.0,71.0,1
1000002766,Correo Argentino,TRK-6Y8OHNUN0F,417.0,419.0,1
1000002767,Correo Argentino,TRK-M3H1BAS2X5,168.0,171.0,1
1000002768,Correo Argentino,TRK-LV2GKOO7RR,468.0,470.0,1
1000002769,PICKUP,,432.0,433.0,1
1000002770,Correo Argentino,,,,0
1000002771,Correo Argentino,TRK-1K0RW98GSB,321.0,324.0,1
1000002772,PICKUP,,97.0,98.0,1
1000002773,Correo Argentino,,,,0
1000002774,Correo Argentino,TRK-OVQLAKABM0,393.0,396.0,1
1000002775,PICKUP,,466.0,467.0,1
1000002776,Correo Argentino,TRK-N4O7386WN2,541.0,546.0,1
1000002777,PICKUP,,80.0,81.0,1
1000002778,Correo Argentino,TRK-0RRZ6HCMBV,466.0,468.0,1
1000002779,Correo Argentino,,,,0
1000002780,Correo Argentino,TRK-PF1BIEVHKJ,423.0,426.0,1
1000002781,Correo Argentino,TRK-3W1E90QGCC,533.0,540.0,1
1000002782,Correo Argentino,TRK-Q8EQBUFX2C,499.0,503.0,1
1000002783,PICKUP,,416.0,417.0,1
1000002784,PICKUP,,465.0,466.0,1
1000002785,PICKUP,,292.0,293.0,1
1000002786,PICKUP,,228.0,229.0,1
1000002787,Correo Argentino,TRK-AKHTCJZONC,518.0,523.0,1
1000002788,Correo Argentino,TRK-QFAGQ6JAPW,559.0,562.0,1
1000002789,PICKUP,,14.0,15.0,1
1000002790,PICKUP,,194.0,195.0,1
1000002791,PICKUP,,152.0,153.0,1
1000002792,PICKUP,,496.0,497.0,1
1000002793,Correo Argentino,,,,0
1000002794,Correo Argentino,TRK-3M4VRPR1K8,625.0,629.0,1
1000002795,Correo Argentino,TRK-LIYUM443TG,604.0,606.0,1
1000002796,Correo Argentino,TRK-1PMNCJ12ZJ,375.0,377.0,1
1000002797,Correo Argentino,TRK-O83E58V2IZ,443.0,446.0,1
1000002798,Correo Argentino,TRK-LAT4RBPWEL,120.0,125.0,1
1000002799,PICKUP,,611.0,612.0,1
1000002800,PICKUP,,153.0,154.0,1
1000002801,PICKUP,,343.0,344.0,1
1000002802,Correo Argentino,,,,0
1000002803,Correo Argentino,TRK-XIBE7FGWJP,584.0,587.0,1
1000002804,Correo Argentino,TRK-A3D67NX38H,280.0,285.0,1
1000002805,PICKUP,,343.0,344.0,1
1000002806,Correo Argentino,TRK-NJKR0R4CXH,216.0,223.0,1
1000002807,Correo Argentino,TRK-MKPKHISKVN,378.0,380.0,1
1000002808,Correo Argentino,TRK-51KKQWQFSS,361.0,366.0,1
1000002809,Correo Argentino,TRK-MAZFRM5G54,169.0,173.0,1
1000002810,PICKUP,,497.0,498.0,1
1000002811,Correo Argentino,TRK-0C67E9QXEL,435.0,441.0,1
1000002812,PICKUP,,413.0,414.0,1
1000002813,PICKUP,,85.0,86.0,1
1000002814,Correo Argentino,TRK-M3813N8WRZ,353.0,356.0,1
1000002815,Correo Argentino,TRK-90YV8VIH5Z,111.0,115.0,1
1000002816,Correo Argentino,TRK-ZX20RNZ3EF,221.0,225.0,1
1000002817,PICKUP,,319.0,320.0,1
1000002818,Correo Argentino,TRK-HXAB13J0KK,614.0,616.0,1
1000002819,Correo Argentino,TRK-KAUQ8AW8U8,55.0,59.0,1
1000002820,PICKUP,,574.0,575.0,1
1000002821,PICKUP,,541.0,542.0,1
1000002822,Correo Argentino,TRK-KO0AWXT1J7,351.0,353.0,1
1000002823,Correo Argentino,TRK-UHPR2MMRE0,85.0,89.0,1
1000002824,PICKUP,,348.0,349.0,1
1000002825,PICKUP,,197.0,198.0,1
1000002826,Correo Argentino,,,,0
1000002827,PICKUP,,276.0,277.0,1
1000002828,PICKUP,,,,0
1000002829,PICKUP,,498.0,499.0,1
1000002830,Correo Argentino,TRK-1C9NBDZHCG,262.0,266.0,1
1000002831,Correo Argentino,TRK-KFWSFC78VW,257.0,260.0,1
1000002832,Correo Argentino,TRK-OQD4RKRHOM,361.0,365.0,1
1000002833,Correo Argentino,TRK-G7VY3KAXGG,99.0,101.0,1
1000002834,Correo Argentino,TRK-77F1IUTAIK,186.0,190.0,1
1000002835,Correo Argentino,TRK-2VU4LYY3MA,424.0,427.0,1
1000002836,Correo Argentino,TRK-HJFPGWXB0D,636.0,641.0,1
1000002837,PICKUP,,519.0,520.0,1
1000002838,PICKUP,,,,0
1000002839,PICKUP,,,,0
1000002840,Correo Argentino,TRK-QOE9UZX3Y6,308.0,313.0,1
1000002841,Correo Argentino,TRK-V47ZX7DLGB,583.0,587.0,1
1000002842,PICKUP,,494.0,495.0,1
1000002843,Correo Argentino,TRK-Z4V28XHN29,408.0,411.0,1
1000002844,Correo Argentino,TRK-89HCL526IJ,628.0,631.0,1
1000002845,PICKUP,,193.0,194.0,1
1000002846,Correo Argentino,TRK-GNITZTTY3P,283.0,285.0,1
1000002847,Correo Argentino,TRK-PODCU5O0Q2,124.0,128.0,1
1000002848,Correo Argentino,TRK-5ENTN358DK,603.0,607.0,1
1000002849,Correo Argentino,TRK-9UZP8NXB52,56.0,61.0,1
1000002850,PICKUP,,546.0,547.0,1
1000002851,Correo Argentino,TRK-WOFAM1K1EN,388.0,390.0,1
1000002852,PICKUP,,,,0
1000002853,Correo Argentino,TRK-1FM0ZU2ZO0,502.0,506.0,1
1000002854,Correo Argentino,TRK-XGMS7OM06H,496.0,501.0,1
1000002855,Correo Argentino,TRK-8VLTV8AKCD,354.0,358.0,1
1000002856,Correo Argentino,TRK-IO7B3I0C8P,545.0,550.0,1
1000002857,Correo Argentino,TRK-2EV7PG7ZII,279.0,285.0,1
