location_sk,address_bk,city,province_name,province_code,postal_code,country_code
499,1495,Córdoba,Córdoba,CBA,5498,AR
500,1496,Santa Fe,Santa Fe,SF,7607,AR
501,1497,Río Cuarto,Córdoba,CBA,2687,AR
502,1498,La Plata,Buenos Aires,BA,6409,AR
503,1499,San Rafael,Mendoza,MZA,4798,AR
504,1500,Mar del Plata,Buenos Aires,BA,1004,AR
505,1501,CABA,Buenos Aires,BA,8728,AR
506,1502,CABA,Buenos Aires,BA,7316,AR
507,1503,Mar del Plata,Buenos Aires,BA,3721,AR
508,1504,Villa Carlos Paz,Córdoba,CBA,2970,AR
509,1505,Rafaela,Santa Fe,SF,8636,AR
510,1506,Córdoba,Córdoba,CBA,3932,AR
511,1507,La Plata,Buenos Aires,BA,6381,AR
512,1508,Godoy Cruz,Mendoza,MZA,1549,AR
513,1509,Villa Carlos Paz,Córdoba,CBA,5492,AR
514,1510,Mendoza,Mendoza,MZA,9033,AR
515,1511,Mar del Plata,Buenos Aires,BA,1472,AR
516,1512,Córdoba,Córdoba,CBA,1918,AR
517,1513,Córdoba,Córdoba,CBA,4181,AR
518,1514,Mar del Plata,Buenos Aires,BA,9459,AR
519,1515,Godoy Cruz,Mendoza,MZA,2064,AR
520,1516,Rafaela,Santa Fe,SF,3827,AR
521,1517,Mar del Plata,Buenos Aires,BA,3833,AR
522,1518,Mar del Plata,Buenos Aires,BA,2410,AR
523,1519,CABA,Buenos Aires,BA,6201,AR
524,1520,Rosario,Santa Fe,SF,2331,AR
525,1521,Mar del Plata,Buenos Aires,BA,6087,AR
526,1522,La Plata,Buenos Aires,BA,7782,AR
527,1523,Santa Fe,Santa Fe,SF,8202,AR
528,1524,La Plata,Buenos Aires,BA,3793,AR
529,1525,San Rafael,Mendoza,MZA,8108,AR
530,1526,Río Cuarto,Córdoba,CBA,2486,AR
531,1527,Santa Fe,Santa Fe,SF,2889,AR
532,1528,Córdoba,Córdoba,CBA,7099,AR
533,1529,Mar del Plata,Buenos Aires,BA,6879,AR
534,1530,La Plata,Buenos Aires,BA,4065,AR
535,1531,La Plata,Buenos Aires,BA,8478,AR
536,1532,Villa Carlos Paz,Córdoba,CBA,6535,AR
537,1533,Villa Carlos Paz,Córdoba,CBA,7897,AR
538,1534,Rafaela,Santa Fe,SF,9391,AR
539,1535,San Rafael,Mendoza,MZA,3128,AR
540,1536,Rosario,Santa Fe,SF,8515,AR
541,1537,CABA,Buenos Aires,BA,6038,AR
542,1538,CABA,Buenos Aires,BA,3525,AR
543,1539,Santa Fe,Santa Fe,SF,2636,AR
544,1540,La Plata,Buenos Aires,BA,8593,AR
545,1541,Rosario,Santa Fe,SF,7551,AR
546,1542,Rafaela,Santa Fe,SF,6683,AR
547,1543,Río Cuarto,Córdoba,CBA,4852,AR
548,1544,Mar del Plata,Buenos Aires,BA,2265,AR
549,1545,CABA,Buenos Aires,BA,2521,AR
550,1546,CABA,Buenos Aires,BA,7337,AR
551,1547,La Plata,Buenos Aires,BA,8617,AR
552,1548,Mar del Plata,Buenos Aires,BA,3635,AR
553,1549,Mar del Plata,Buenos Aires,BA,8964,AR
554,1550,CABA,Buenos Aires,BA,8377,AR
555,1551,La Plata,Buenos Aires,BA,3930,AR
556,1552,La Plata,Buenos Aires,BA,5224,AR
557,1553,Mar del Plata,Buenos Aires,BA,5615,AR
558,1554,La Plata,Buenos Aires,BA,5134,AR
559,1555,La Plata,Buenos Aires,BA,5804,AR
560,1556,La Plata,Buenos Aires,BA,2829,AR
561,1557,Río Cuarto,Córdoba,CBA,9765,AR
562,1558,CABA,Buenos Aires,BA,8504,AR
563,1559,San Rafael,Mendoza,MZA,2253,AR
564,1560,CABA,Buenos Aires,BA,7257,AR
565,1561,Mendoza,Mendoza,MZA,7922,AR
566,1562,Mar del Plata,Buenos Aires,BA,8101,AR
567,1563,Rafaela,Santa Fe,SF,1800,AR
568,1564,Córdoba,Córdoba,CBA,5535,AR
569,1565,Río Cuarto,Córdoba,CBA,5467,AR
570,1566,CABA,Buenos Aires,BA,5375,AR
571,1567,Río Cuarto,Córdoba,CBA,1296,AR
572,1568,Mar del Plata,Buenos Aires,BA,7893,AR
573,1569,La Plata,Buenos Aires,BA,6237,AR
574,1570,Rosario,Santa Fe,SF,9720,AR
575,1571,Villa Carlos Paz,Córdoba,CBA,8971,AR
576,1572,Mendoza,Mendoza,MZA,5981,AR
577,1573,Santa Fe,Santa Fe,SF,6761,AR
578,1574,CABA,Buenos Aires,BA,4845,AR
579,1575,Mendoza,Mendoza,MZA,7483,AR
580,1576,CABA,Buenos Aires,BA,7571,AR
581,1577,CABA,Buenos Aires,BA,6950,AR
582,1578,Río Cuarto,Córdoba,CBA,4688,AR
583,1579,La Plata,Buenos Aires,BA,7554,AR
584,1580,La Plata,Buenos Aires,BA,7280,AR
585,1581,Godoy Cruz,Mendoza,MZA,3270,AR
586,1582,San Rafael,Mendoza,MZA,6325,AR
587,1583,Mar del Plata,Buenos Aires,BA,1372,AR
588,1584,Córdoba,Córdoba,CBA,3870,AR
589,1585,Mendoza,Mendoza,MZA,1506,AR
590,1586,Villa Carlos Paz,Córdoba,CBA,4963,AR
591,1587,San Rafael,Mendoza,MZA,5011,AR
592,1588,Córdoba,Córdoba,CBA,9515,AR
593,1589,Rosario,Santa Fe,SF,9751,AR
594,1590,Mar del Plata,Buenos Aires,BA,6953,AR
595,1591,Río Cuarto,Córdoba,CBA,3391,AR
596,1592,Rafaela,Santa Fe,SF,7764,AR
597,1593,CABA,Buenos Aires,BA,6407,AR
598,1594,Mar del Plata,Buenos Aires,BA,5838,AR
599,1595,La Plata,Buenos Aires,BA,3294,AR
600,1596,CABA,Buenos Aires,BA,5771,AR
601,1597,Mendoza,Mendoza,MZA,8206,AR
602,1598,Mar del Plata,Buenos Aires,BA,7295,AR
603,1599,Córdoba,Córdoba,CBA,1197,AR
604,1600,Mar del Plata,Buenos Aires,BA,6639,AR
605,1601,Río Cuarto,Córdoba,CBA,8950,AR
606,1602,Santa Fe,Santa Fe,SF,2060,AR
607,1603,CABA,Buenos Aires,BA,4226,AR
608,1604,Mar del Plata,Buenos Aires,BA,4318,AR
609,1605,Villa Carlos Paz,Córdoba,CBA,5447,AR
610,1606,San Rafael,Mendoza,MZA,9567,AR
611,1607,Mar del Plata,Buenos Aires,BA,4741,AR
612,1608,Mar del Plata,Buenos Aires,BA,4113,AR
613,1609,Mendoza,Mendoza,MZA,4728,AR
614,1610,Río Cuarto,Córdoba,CBA,6224,AR
615,1611,CABA,Buenos Aires,BA,2636,AR
616,1612,Río Cuarto,Córdoba,CBA,8041,AR
617,1613,Villa Carlos Paz,Córdoba,CBA,1008,AR
618,1614,Rafaela,Santa Fe,SF,6384,AR
619,1615,La Plata,Buenos Aires,BA,6589,AR
620,1616,Río Cuarto,Córdoba,CBA,3984,AR
621,1617,Mar del Plata,Buenos Aires,BA,2074,AR
622,1618,Córdoba,Córdoba,CBA,4171,AR
623,1619,Rosario,Santa Fe,SF,9690,AR
624,1620,La Plata,Buenos Aires,BA,6304,AR
625,1621,La Plata,Buenos Aires,BA,6335,AR
626,1622,San Rafael,Mendoza,MZA,4747,AR
627,1623,La Plata,Buenos Aires,BA,6798,AR
628,1624,La Plata,Buenos Aires,BA,7620,AR
629,1625,Godoy Cruz,Mendoza,MZA,4313,AR
630,1626,Villa Carlos Paz,Córdoba,CBA,8004,AR
631,1627,Mar del Plata,Buenos Aires,BA,5488,AR
632,1628,CABA,Buenos Aires,BA,1753,AR
633,1629,Río Cuarto,Córdoba,CBA,1971,AR
634,1630,La Plata,Buenos Aires,BA,5656,AR
635,1631,Mar del Plata,Buenos Aires,BA,3486,AR
636,1632,Río Cuarto,Córdoba,CBA,5017,AR
637,1633,Río Cuarto,Córdoba,CBA,1358,AR
638,1634,Rosario,Santa Fe,SF,4016,AR
639,1635,La Plata,Buenos Aires,BA,5183,AR
640,1636,Mar del Plata,Buenos Aires,BA,1786,AR
641,1637,Mar del Plata,Buenos Aires,BA,1525,AR
642,1638,Santa Fe,Santa Fe,SF,2099,AR
643,1639,Río Cuarto,Córdoba,CBA,8675,AR
644,1640,Rafaela,Santa Fe,SF,3493,AR
645,1641,Mar del Plata,Buenos Aires,BA,1351,AR
646,1642,Córdoba,Córdoba,CBA,6281,AR
647,1643,CABA,Buenos Aires,BA,4282,AR
648,1644,Rafaela,Santa Fe,SF,4377,AR
649,1645,CABA,Buenos Aires,BA,9848,AR
650,1646,Godoy Cruz,Mendoza,MZA,4304,AR
651,1647,La Plata,Buenos Aires,BA,3249,AR
652,1648,La Plata,Buenos Aires,BA,7232,AR
653,1649,La Plata,Buenos Aires,BA,2521,AR
654,1650,Mar del Plata,Buenos Aires,BA,2971,AR
655,1651,Villa Carlos Paz,Córdoba,CBA,2487,AR
656,1652,La Plata,Buenos Aires,BA,1118,AR
657,1653,Santa Fe,Santa Fe,SF,2069,AR
658,1654,San Rafael,Mendoza,MZA,7384,AR
659,1655,La Plata,Buenos Aires,BA,3905,AR
660,1656,Mar del Plata,Buenos Aires,BA,1638,AR
661,1657,Córdoba,Córdoba,CBA,3580,AR
662,1658,Mar del Plata,Buenos Aires,BA,6981,AR
663,1659,Rosario,Santa Fe,SF,7114,AR
664,1660,Córdoba,Córdoba,CBA,1560,AR
665,1661,Mendoza,Mendoza,MZA,3591,AR
666,1662,CABA,Buenos Aires,BA,8793,AR
667,1663,San Rafael,Mendoza,MZA,6102,AR
668,1664,La Plata,Buenos Aires,BA,2579,AR
669,1665,Mar del Plata,Buenos Aires,BA,3336,AR
670,1666,Río Cuarto,Córdoba,CBA,2724,AR
671,1667,CABA,Buenos Aires,BA,9518,AR
672,1668,Villa Carlos Paz,Córdoba,CBA,3379,AR
673,1669,Villa Carlos Paz,Córdoba,CBA,3342,AR
674,1670,Rosario,Santa Fe,SF,8877,AR
675,1671,Rosario,Santa Fe,SF,8425,AR
676,1672,CABA,Buenos Aires,BA,6525,AR
677,1673,La Plata,Buenos Aires,BA,6609,AR
678,1674,La Plata,Buenos Aires,BA,2549,AR
679,1675,Mendoza,Mendoza,MZA,3069,AR
680,1676,La Plata,Buenos Aires,BA,7513,AR
681,1677,Mar del Plata,Buenos Aires,BA,9611,AR
682,1678,Río Cuarto,Córdoba,CBA,9838,AR
683,1679,Río Cuarto,Córdoba,CBA,3713,AR
684,1680,Rafaela,Santa Fe,SF,4312,AR
685,1681,La Plata,Buenos Aires,BA,8807,AR
686,1682,Mar del Plata,Buenos Aires,BA,6105,AR
687,1683,San Rafael,Mendoza,MZA,3298,AR
688,1684,CABA,Buenos Aires,BA,7406,AR
689,1685,La Plata,Buenos Aires,BA,7577,AR
690,1686,Río Cuarto,Córdoba,CBA,5513,AR
691,1687,CABA,Buenos Aires,BA,8718,AR
692,1688,Villa Carlos Paz,Córdoba,CBA,3517,AR
693,1689,Rafaela,Santa Fe,SF,5185,AR
694,1690,Villa Carlos Paz,Córdoba,CBA,5769,AR
695,1691,CABA,Buenos Aires,BA,9102,AR
696,1692,Mar del Plata,Buenos Aires,BA,5123,AR
697,1693,Mar del Plata,Buenos Aires,BA,2656,AR
698,1694,La Plata,Buenos Aires,BA,2703,AR
699,1695,Río Cuarto,Córdoba,CBA,1689,AR
700,1696,Río Cuarto,Córdoba,CBA,4909,AR
701,1697,Río Cuarto,Córdoba,CBA,6690,AR
702,1698,Rafaela,Santa Fe,SF,1420,AR
703,1699,Córdoba,Córdoba,CBA,1464,AR
704,1700,Santa Fe,Santa Fe,SF,5074,AR
705,1701,CABA,Buenos Aires,BA,3631,AR
706,1702,Río Cuarto,Córdoba,CBA,3818,AR
707,1703,Santa Fe,Santa Fe,SF,6186,AR
708,1704,Mar del Plata,Buenos Aires,BA,9146,AR
709,1705,Rosario,Santa Fe,SF,6521,AR
710,1706,Rosario,Santa Fe,SF,4109,AR
711,1707,San Rafael,Mendoza,MZA,7520,AR
712,1708,CABA,Buenos Aires,BA,3388,AR
713,1709,La Plata,Buenos Aires,BA,2346,AR
714,1710,Godoy Cruz,Mendoza,MZA,5485,AR
715,1711,Mar del Plata,Buenos Aires,BA,4538,AR
716,1712,CABA,Buenos Aires,BA,7791,AR
717,1713,Río Cuarto,Córdoba,CBA,7342,AR
718,1714,Villa Carlos Paz,Córdoba,CBA,4845,AR
719,1715,CABA,Buenos Aires,BA,9819,AR
720,1716,Mar del Plata,Buenos Aires,BA,4732,AR
721,1717,Río Cuarto,Córdoba,CBA,1871,AR
722,1718,Villa Carlos Paz,Córdoba,CBA,1362,AR
723,1719,Mar del Plata,Buenos Aires,BA,2044,AR
724,1720,Mar del Plata,Buenos Aires,BA,9041,AR
725,1721,Córdoba,Córdoba,CBA,6076,AR
726,1722,Villa Carlos Paz,Córdoba,CBA,3363,AR
727,1723,San Rafael,Mendoza,MZA,6871,AR
728,1724,Rosario,Santa Fe,SF,4188,AR
729,1725,Mendoza,Mendoza,MZA,2957,AR
730,1726,La Plata,Buenos Aires,BA,7677,AR
731,1727,Córdoba,Córdoba,CBA,6818,AR
732,1728,Villa Carlos Paz,Córdoba,CBA,7576,AR
733,1729,Mar del Plata,Buenos Aires,BA,9583,AR
734,1730,Mar del Plata,Buenos Aires,BA,2564,AR
735,1731,Mar del Plata,Buenos Aires,BA,6017,AR
736,1732,Rafaela,Santa Fe,SF,4088,AR
737,1733,CABA,Buenos Aires,BA,7130,AR
738,1734,Rafaela,Santa Fe,SF,1497,AR
739,1735,Mendoza,Mendoza,MZA,3955,AR
740,1736,CABA,Buenos Aires,BA,6527,AR
741,1737,San Rafael,Mendoza,MZA,6543,AR
742,1738,CABA,Buenos Aires,BA,6870,AR
743,1739,Godoy Cruz,Mendoza,MZA,6251,AR
744,1740,Río Cuarto,Córdoba,CBA,5629,AR
745,1741,CABA,Buenos Aires,BA,8129,AR
746,1742,CABA,Buenos Aires,BA,7370,AR
747,1743,La Plata,Buenos Aires,BA,2461,AR
748,1744,Rafaela,Santa Fe,SF,1785,AR
749,1745,La Plata,Buenos Aires,BA,8107,AR
750,1746,CABA,Buenos Aires,BA,4514,AR
751,1747,CABA,Buenos Aires,BA,4335,AR
752,1748,Mar del Plata,Buenos Aires,BA,2905,AR
753,1749,CABA,Buenos Aires,BA,7091,AR
754,1750,CABA,Buenos Aires,BA,7927,AR
755,1751,Mar del Plata,Buenos Aires,BA,7813,AR
756,1752,CABA,Buenos Aires,BA,7479,AR
757,1753,Villa Carlos Paz,Córdoba,CBA,2155,AR
758,1754,La Plata,Buenos Aires,BA,3742,AR
759,1755,San Rafael,Mendoza,MZA,5664,AR
760,1756,CABA,Buenos Aires,BA,4289,AR
761,1757,CABA,Buenos Aires,BA,4746,AR
762,1758,Rosario,Santa Fe,SF,8142,AR
763,1759,CABA,Buenos Aires,BA,4447,AR
764,1760,CABA,Buenos Aires,BA,6736,AR
765,1761,Mar del Plata,Buenos Aires,BA,5780,AR
766,1762,CABA,Buenos Aires,BA,1414,AR
767,1763,CABA,Buenos Aires,BA,3348,AR
768,1764,Mendoza,Mendoza,MZA,9487,AR
769,1765,Mar del Plata,Buenos Aires,BA,1629,AR
770,1766,San Rafael,Mendoza,MZA,1957,AR
771,1767,Rosario,Santa Fe,SF,1324,AR
772,1768,San Rafael,Mendoza,MZA,8367,AR
773,1769,Río Cuarto,Córdoba,CBA,8850,AR
774,1770,La Plata,Buenos Aires,BA,7364,AR
775,1771,Santa Fe,Santa Fe,SF,1697,AR
776,1772,Mar del Plata,Buenos Aires,BA,4409,AR
777,1773,La Plata,Buenos Aires,BA,7364,AR
778,1774,La Plata,Buenos Aires,BA,5030,AR
779,1775,Río Cuarto,Córdoba,CBA,8591,AR
780,1776,Santa Fe,Santa Fe,SF,7436,AR
781,1777,Mar del Plata,Buenos Aires,BA,1833,AR
782,1778,Mar del Plata,Buenos Aires,BA,3954,AR
783,1779,CABA,Buenos Aires,BA,5478,AR
784,1780,Rafaela,Santa Fe,SF,7738,AR
785,1781,Mar del Plata,Buenos Aires,BA,2590,AR
786,1782,CABA,Buenos Aires,BA,6844,AR
787,1783,Córdoba,Córdoba,CBA,8317,AR
788,1784,CABA,Buenos Aires,BA,3490,AR
789,1785,Mar del Plata,Buenos Aires,BA,5607,AR
790,1786,San Rafael,Mendoza,MZA,3221,AR
791,1787,La Plata,Buenos Aires,BA,8224,AR
792,1788,CABA,Buenos Aires,BA,6566,AR
793,1789,Rosario,Santa Fe,SF,7449,AR
794,1790,Mar del Plata,Buenos Aires,BA,2361,AR
795,1791,Villa Carlos Paz,Córdoba,CBA,3769,AR
796,1792,Rosario,Santa Fe,SF,9021,AR
797,1793,Mendoza,Mendoza,MZA,8355,AR
798,1794,La Plata,Buenos Aires,BA,1514,AR
799,1795,Rafaela,Santa Fe,SF,5959,AR
800,1796,La Plata,Buenos Aires,BA,7146,AR
801,1797,Mar del Plata,Buenos Aires,BA,3168,AR
802,1798,Río Cuarto,Córdoba,CBA,2364,AR
803,1799,Mendoza,Mendoza,MZA,3105,AR
804,1800,CABA,Buenos Aires,BA,2431,AR
805,1801,CABA,Buenos Aires,BA,8549,AR
806,1802,Rosario,Santa Fe,SF,4268,AR
807,1803,Mar del Plata,Buenos Aires,BA,4444,AR
808,1804,Villa Carlos Paz,Córdoba,CBA,8799,AR
809,1805,Villa Carlos Paz,Córdoba,CBA,5719,AR
810,1806,Mar del Plata,Buenos Aires,BA,5313,AR
811,1807,Rafaela,Santa Fe,SF,4083,AR
812,1808,Rosario,Santa Fe,SF,7754,AR
813,1809,Córdoba,Córdoba,CBA,9692,AR
814,1810,Río Cuarto,Córdoba,CBA,2009,AR
815,1811,Mar del Plata,Buenos Aires,BA,8306,AR
816,1812,San Rafael,Mendoza,MZA,2079,AR
817,1813,Villa Carlos Paz,Córdoba,CBA,7069,AR
818,1814,La Plata,Buenos Aires,BA,4737,AR
819,1815,La Plata,Buenos Aires,BA,7606,AR
820,1816,Santa Fe,Santa Fe,SF,7874,AR
821,1817,Santa Fe,Santa Fe,SF,6991,AR
822,1818,Mar del Plata,Buenos Aires,BA,4555,AR
823,1819,La Plata,Buenos Aires,BA,1355,AR
824,1820,La Plata,Buenos Aires,BA,8971,AR
825,1821,CABA,Buenos Aires,BA,2736,AR
826,1822,San Rafael,Mendoza,MZA,4852,AR
827,1823,Mendoza,Mendoza,MZA,3598,AR
828,1824,Río Cuarto,Córdoba,CBA,9677,AR
829,1825,La Plata,Buenos Aires,BA,2034,AR
830,1826,La Plata,Buenos Aires,BA,6120,AR
831,1827,Rafaela,Santa Fe,SF,3082,AR
832,1828,Rafaela,Santa Fe,SF,5081,AR
833,1829,Córdoba,Córdoba,CBA,3430,AR
834,1830,La Plata,Buenos Aires,BA,2096,AR
835,1831,CABA,Buenos Aires,BA,1967,AR
836,1832,Mar del Plata,Buenos Aires,BA,3394,AR
837,1833,Godoy Cruz,Mendoza,MZA,4083,AR
838,1834,CABA,Buenos Aires,BA,5066,AR
839,1835,CABA,Buenos Aires,BA,5851,AR
840,1836,Mar del Plata,Buenos Aires,BA,3418,AR
841,1837,Río Cuarto,Córdoba,CBA,2765,AR
842,1838,CABA,Buenos Aires,BA,3105,AR
843,1839,Mendoza,Mendoza,MZA,7042,AR
844,1840,Mar del Plata,Buenos Aires,BA,6306,AR
845,1841,Mar del Plata,Buenos Aires,BA,1645,AR
846,1842,Mar del Plata,Buenos Aires,BA,3292,AR
847,1843,CABA,Buenos Aires,BA,6540,AR
848,1844,CABA,Buenos Aires,BA,9596,AR
849,1845,Villa Carlos Paz,Córdoba,CBA,8348,AR
850,1846,La Plata,Buenos Aires,BA,1859,AR
851,1847,CABA,Buenos Aires,BA,9201,AR
852,1848,Mar del Plata,Buenos Aires,BA,9064,AR
853,1849,Río Cuarto,Córdoba,CBA,4278,AR
854,1850,Mar del Plata,Buenos Aires,BA,7031,AR
855,1851,Rosario,Santa Fe,SF,5610,AR
856,1852,Río Cuarto,Córdoba,CBA,6480,AR
857,1853,La Plata,Buenos Aires,BA,8399,AR
858,1854,Mar del Plata,Buenos Aires,BA,2846,AR
859,1855,CABA,Buenos Aires,BA,4511,AR
860,1856,CABA,Buenos Aires,BA,9373,AR
861,1857,CABA,Buenos Aires,BA,7366,AR
862,1858,La Plata,Buenos Aires,BA,5675,AR
863,1859,CABA,Buenos Aires,BA,1183,AR
864,1860,Godoy Cruz,Mendoza,MZA,2593,AR
865,1861,Mar del Plata,Buenos Aires,BA,2246,AR
866,1862,CABA,Buenos Aires,BA,3323,AR
867,1863,CABA,Buenos Aires,BA,8807,AR
868,1864,CABA,Buenos Aires,BA,5424,AR
869,1865,Villa Carlos Paz,Córdoba,CBA,4530,AR
870,1866,La Plata,Buenos Aires,BA,8630,AR
871,1867,CABA,Buenos Aires,BA,5601,AR
872,1868,Córdoba,Córdoba,CBA,4081,AR
873,1869,Córdoba,Córdoba,CBA,4793,AR
874,1870,CABA,Buenos Aires,BA,9922,AR
875,1871,La Plata,Buenos Aires,BA,6681,AR
876,1872,La Plata,Buenos Aires,BA,3418,AR
877,1873,Villa Carlos Paz,Córdoba,CBA,3255,AR
878,1874,San Rafael,Mendoza,MZA,1700,AR
879,1875,Mar del Plata,Buenos Aires,BA,3285,AR
880,1876,Santa Fe,Santa Fe,SF,9512,AR
881,1877,Villa Carlos Paz,Córdoba,CBA,6486,AR
882,1878,Mar del Plata,Buenos Aires,BA,4589,AR
883,1879,Río Cuarto,Córdoba,CBA,3551,AR
884,1880,Río Cuarto,Córdoba,CBA,6022,AR
885,1881,Santa Fe,Santa Fe,SF,4129,AR
886,1882,La Plata,Buenos Aires,BA,2098,AR
887,1883,CABA,Buenos Aires,BA,1173,AR
888,1884,La Plata,Buenos Aires,BA,1686,AR
889,1885,Godoy Cruz,Mendoza,MZA,8759,AR
890,1886,Rosario,Santa Fe,SF,9033,AR
891,1887,La Plata,Buenos Aires,BA,2359,AR
892,1888,Río Cuarto,Córdoba,CBA,4954,AR
893,1889,La Plata,Buenos Aires,BA,7727,AR
894,1890,CABA,Buenos Aires,BA,2132,AR
895,1891,La Plata,Buenos Aires,BA,5148,AR
896,1892,Villa Carlos Paz,Córdoba,CBA,1652,AR
897,1893,Villa Carlos Paz,Córdoba,CBA,4262,AR
898,1894,CABA,Buenos Aires,BA,7172,AR
899,1895,CABA,Buenos Aires,BA,4747,AR
900,1896,Rosario,Santa Fe,SF,1387,AR
901,1897,Mar del Plata,Buenos Aires,BA,9904,AR
902,1898,CABA,Buenos Aires,BA,2096,AR
903,1899,Mar del Plata,Buenos Aires,BA,3253,AR
904,1900,CABA,Buenos Aires,BA,8308,AR
905,1901,La Plata,Buenos Aires,BA,7770,AR
906,1902,Córdoba,Córdoba,CBA,7401,AR
907,1903,Mar del Plata,Buenos Aires,BA,9692,AR
908,1904,CABA,Buenos Aires,BA,4091,AR
909,1905,CABA,Buenos Aires,BA,3393,AR
910,1906,Rosario,Santa Fe,SF,3698,AR
911,1907,Villa Carlos Paz,Córdoba,CBA,1977,AR
912,1908,La Plata,Buenos Aires,BA,7402,AR
913,1909,Córdoba,Córdoba,CBA,3576,AR
914,1910,Villa Carlos Paz,Córdoba,CBA,7837,AR
915,1911,Río Cuarto,Córdoba,CBA,5544,AR
916,1912,Mar del Plata,Buenos Aires,BA,6048,AR
917,1913,La Plata,Buenos Aires,BA,8689,AR
918,1914,La Plata,Buenos Aires,BA,5122,AR
919,1915,Godoy Cruz,Mendoza,MZA,6311,AR
920,1916,Villa Carlos Paz,Córdoba,CBA,5563,AR
921,1917,Río Cuarto,Córdoba,CBA,4112,AR
922,1918,Río Cuarto,Córdoba,CBA,2920,AR
923,1919,Córdoba,Córdoba,CBA,9142,AR
924,1920,La Plata,Buenos Aires,BA,3397,AR
925,1921,Villa Carlos Paz,Córdoba,CBA,1053,AR
926,1922,La Plata,Buenos Aires,BA,9374,AR
927,1923,CABA,Buenos Aires,BA,8804,AR
928,1924,CABA,Buenos Aires,BA,1892,AR
929,1925,Santa Fe,Santa Fe,SF,3087,AR
930,1926,San Rafael,Mendoza,MZA,1161,AR
931,1927,Mar del Plata,Buenos Aires,BA,4776,AR
932,1928,Río Cuarto,Córdoba,CBA,3485,AR
933,1929,Villa Carlos Paz,Córdoba,CBA,9875,AR
934,1930,Mendoza,Mendoza,MZA,8966,AR
935,1931,La Plata,Buenos Aires,BA,3843,AR
936,1932,CABA,Buenos Aires,BA,7335,AR
937,1933,CABA,Buenos Aires,BA,8250,AR
938,1934,Villa Carlos Paz,Córdoba,CBA,4360,AR
939,1935,Mar del Plata,Buenos Aires,BA,9315,AR
940,1936,Rafaela,Santa Fe,SF,7187,AR
941,1937,Rosario,Santa Fe,SF,5491,AR
942,1938,Córdoba,Córdoba,CBA,4998,AR
943,1939,CABA,Buenos Aires,BA,7241,AR
944,1940,Mar del Plata,Buenos Aires,BA,5176,AR
945,1941,La Plata,Buenos Aires,BA,4590,AR
946,1942,Córdoba,Córdoba,CBA,4745,AR
947,1943,Córdoba,Córdoba,CBA,5102,AR
948,1944,La Plata,Buenos Aires,BA,8141,AR
949,1945,Rosario,Santa Fe,SF,9528,AR
950,1946,CABA,Buenos Aires,BA,5722,AR
951,1947,La Plata,Buenos Aires,BA,2262,AR
952,1948,Santa Fe,Santa Fe,SF,7044,AR
953,1949,CABA,Buenos Aires,BA,5461,AR
954,1950,Rafaela,Santa Fe,SF,3736,AR
955,1951,CABA,Buenos Aires,BA,8576,AR
956,1952,Mar del Plata,Buenos Aires,BA,1692,AR
957,1953,Mendoza,Mendoza,MZA,7471,AR
958,1954,La Plata,Buenos Aires,BA,7638,AR
959,1955,La Plata,Buenos Aires,BA,1596,AR
960,1956,La Plata,Buenos Aires,BA,7268,AR
961,1957,CABA,Buenos Aires,BA,4531,AR
962,1958,Rosario,Santa Fe,SF,5947,AR
963,1959,CABA,Buenos Aires,BA,7541,AR
964,1960,Villa Carlos Paz,Córdoba,CBA,1841,AR
965,1961,San Rafael,Mendoza,MZA,6743,AR
966,1962,San Rafael,Mendoza,MZA,6812,AR
967,1963,Córdoba,Córdoba,CBA,4169,AR
968,1964,Mendoza,Mendoza,MZA,1981,AR
969,1965,Mar del Plata,Buenos Aires,BA,7609,AR
970,1966,Santa Fe,Santa Fe,SF,7028,AR
971,1967,Rafaela,Santa Fe,SF,9420,AR
972,1968,Río Cuarto,Córdoba,CBA,7191,AR
973,1969,Villa Carlos Paz,Córdoba,CBA,2526,AR
974,1970,CABA,Buenos Aires,BA,3178,AR
975,1971,CABA,Buenos Aires,BA,4450,AR
976,1972,Mendoza,Mendoza,MZA,2082,AR
977,1973,CABA,Buenos Aires,BA,6615,AR
978,1974,Santa Fe,Santa Fe,SF,6349,AR
979,1975,Mar del Plata,Buenos Aires,BA,5018,AR
980,1976,Santa Fe,Santa Fe,SF,9173,AR
981,1977,Mar del Plata,Buenos Aires,BA,4663,AR
982,1978,Rosario,Santa Fe,SF,7760,AR
983,1979,La Plata,Buenos Aires,BA,8883,AR
984,1980,Rosario,Santa Fe,SF,7786,AR
985,1981,Godoy Cruz,Mendoza,MZA,8971,AR
986,1982,Godoy Cruz,Mendoza,MZA,4852,AR
987,1983,CABA,Buenos Aires,BA,7174,AR
988,1984,CABA,Buenos Aires,BA,9071,AR
989,1985,San Rafael,Mendoza,MZA,3909,AR
990,1986,La Plata,Buenos Aires,BA,1662,AR
991,1987,Santa Fe,Santa Fe,SF,1647,AR
992,1988,Rosario,Santa Fe,SF,5379,AR
993,1989,Río Cuarto,Córdoba,CBA,2064,AR
994,1990,Villa Carlos Paz,Córdoba,CBA,9133,AR
995,1991,Córdoba,Córdoba,CBA,8744,AR
996,1992,Mar del Plata,Buenos Aires,BA,7848,AR
997,1993,Santa Fe,Santa Fe,SF,3436,AR
998,1994,CABA,Buenos Aires,BA,8355,AR
