order_bk,paid_date_sk,status,payment_method,amount,transaction_ref
1000001945,458.0,PAID,,15972.0,TX-SS8ODZHROHYY
1000001946,462.0,PAID,,44760.0,TX-HH3G0P6BI0MJ
1000001947,,FAILED,,97249.8,
1000001948,,FAILED,,16073.4,
1000001949,591.0,PAID,,18987.0,TX-WT46E91JQ2VH
1000001950,294.0,PAID,,27036.0,TX-A953UDSX31FB
1000001951,53.0,PAID,,36474.0,TX-3D5VOVK12G4H
1000001952,248.0,PAID,,14483.7,TX-IJIKOXSKO7LO
1000001953,195.0,PAID,,40704.0,TX-RH2XP3GUFCCH
1000001954,479.0,PAID,,28459.2,TX-A2MQRBNY0QEH
1000001955,441.0,PAID,,19057.5,TX-KEJHYV5POUIZ
1000001956,,FAILED,,14941.08,
1000001957,215.0,PAID,,40104.0,TX-L270HOK02QFY
1000001958,,FAILED,,38833.5,
1000001959,471.0,PAID,,39619.92,TX-VOG7FQE8M520
1000001960,428.0,PAID,,70102.56,TX-PS8B53CZJY2J
1000001961,462.0,PAID,,92593.8,TX-E835ORDA6SSJ
1000001962,60.0,PAID,,45738.0,TX-W6GL56IXRXE3
1000001963,475.0,PAID,,30249.6,TX-ST343BZBWF5N
1000001964,245.0,PAID,,45004.5,TX-A165E6G1SHI7
1000001965,304.0,PAID,,77348.85,TX-JNDRH8B1NNGH
1000001966,248.0,PAID,,49905.0,TX-2VQLKJNQ2RIC
1000001967,494.0,PAID,,31082.16,TX-PB05EJAJ88AS
1000001968,269.0,PAID,,40404.0,TX-CZPLEHKAA8RC
1000001969,301.0,PAID,,78408.0,TX-5OII4XDLPG2T
1000001970,,FAILED,,49005.0,
1000001971,,FAILED,,16335.0,
1000001972,534.0,PAID,,81529.8,TX-WM6DZTN6Q741
1000001973,143.0,PAID,,76956.0,TX-60TNIASSN8VI
1000001974,266.0,PAID,,40404.0,TX-6383F7N8S0WI
1000001975,149.0,PAID,,16073.4,TX-2XJC3PEK2113
1000001976,99.0,PAID,,14229.6,TX-H6PRAXKSBRS2
1000001977,189.0,PAID,,57172.5,TX-2IQPZ502XUUA
1000001978,84.0,PAID,,50275.5,TX-790IGX7LHB3E
1000001979,166.0,PAID,,75141.0,TX-4JDF00BJU3DF
1000001980,184.0,PAID,,15429.6,TX-8XVU19MK4VFF
1000001981,575.0,PAID,,43560.0,TX-W8MW5G4620BQ
1000001982,587.0,PAID,,53361.0,TX-0PBW2HYS2A2G
1000001983,94.0,PAID,,42471.0,TX-NK4MI0UI02KL
1000001984,429.0,PAID,,32916.6,TX-XETAYL91NZZU
1000001985,351.0,PAID,,13968.0,TX-47ZYNMXC1IPN
1000001986,75.0,PAID,,34485.0,TX-XJYS66R6LPNE
1000001987,129.0,PAID,,48157.68,TX-IDC4FJTIGOWD
1000001988,320.0,PAID,,14941.08,TX-GM8J8YX7NQAC
1000001989,579.0,PAID,,32670.0,TX-H6NHIP1UQKTZ
1000001990,369.0,PAID,,18051.75,TX-1GMF9L373H3C
1000001991,137.0,PAID,,15129.6,TX-P17X8KZCZ22F
1000001992,544.0,PAID,,16852.56,TX-Y2MR53WFOBPD
1000001993,363.0,PAID,,29359.2,TX-F8M8XYEF9SH1
1000001994,89.0,PAID,,13314.6,TX-61VOB9AU0O2U
1000001995,639.0,REFUNDED,,48024.9,TX-9FCOG7GVMX9C
1000001996,335.0,PAID,,38443.8,TX-DQXKKEID4QUE
1000001997,319.0,PAID,,29940.0,TX-BMC7NSZ2FMDF
1000001998,315.0,REFUNDED,,33216.6,TX-6E93JXQKQLGO
1000001999,618.0,PAID,,97411.05,TX-4RWHCRG7ZSIA
1000002000,490.0,PAID,,29359.2,TX-QR2GXLIL69SR
1000002001,223.0,PAID,,35574.0,TX-D0W646AW8FW8
1000002002,479.0,PAID,,42582.0,TX-APW80I4OUI7J
1000002003,554.0,PAID,,19350.0,TX-VE2BDRCC0XTR
1000002004,157.0,PAID,,28459.2,TX-KKBNUBSWLCEF
1000002005,571.0,PAID,,90005.85,TX-KN0D600681IB
1000002006,307.0,PAID,,26136.0,TX-KCVYJIQFAD0U
1000002007,267.0,PAID,,43888.8,TX-ZY29V4U4CA8O
1000002008,542.0,PAID,,25022.4,TX-IK2C1S90NX72
1000002009,236.0,PAID,,46720.2,TX-EW6XCZ40EQUU
1000002010,394.0,PAID,,24829.2,TX-7O0XW7D6K0J9
1000002011,601.0,PAID,,34477.5,TX-HAY14ZQ2LLGL
1000002012,318.0,PAID,,53716.5,TX-IICXEDFK03GO
1000002013,339.0,PAID,,14520.0,TX-YTSZWREBLLJH
1000002014,490.0,PAID,,27636.0,TX-I3M9TR52H4BT
1000002015,255.0,PAID,,82110.6,TX-ZKZPITLFA3LV
1000002016,217.0,PAID,,52627.5,TX-ADG2AKKTGM4S
1000002017,17.0,PAID,,15720.0,TX-CGW5QZDO025D
1000002018,278.0,PAID,,37243.8,TX-T2COHKFTVZCF
1000002019,377.0,PAID,,19350.0,TX-E0J2OI3DC8L7
1000002020,171.0,PAID,,33870.0,TX-A25BHC7Y617B
1000002021,142.0,PAID,,41130.0,TX-1IJ3Q7I2ZF1H
1000002022,232.0,PAID,,15129.6,TX-EIOIUJVBET0J
1000002023,282.0,PAID,,13068.0,TX-TPYRDIP3IAJ4
1000002024,124.0,PAID,,38833.5,TX-S9C1XN4CIM8P
1000002025,247.0,PAID,,29949.6,TX-ANWPYT3ZOJJY
1000002026,602.0,PAID,,19057.5,TX-QXV05ZVY7EDE
1000002027,470.0,PAID,,66948.9,TX-W0USP5FL5GYB
1000002028,435.0,PAID,,43588.8,TX-XV1G7MJ8JD2T
1000002029,506.0,PAID,,29088.0,TX-W9VAIK00V5KU
1000002030,452.0,REFUNDED,,54558.9,TX-FBHLXJNTRS2X
1000002031,88.0,PAID,,55650.0,TX-QOWAPFM0LJH3
1000002032,117.0,PAID,,37709.25,TX-5T11K7OIKWX1
1000002033,99.0,PAID,,28788.0,TX-LE6MRC8T4C2N
1000002034,271.0,PAID,,27636.0,TX-OVOT6IZSAPWI
1000002035,179.0,PAID,,15652.56,TX-5OXT7SRNGDPX
1000002036,343.0,PAID,,95045.1,TX-VI3EYGZ8S0LJ
1000002037,,PENDING,,14694.0,
1000002038,20.0,REFUNDED,,58100.25,TX-LPY2X0J9Q57Z
1000002039,456.0,PAID,,36300.0,TX-B9KS1G4KT089
1000002040,482.0,PAID,,34170.0,TX-PLO8OIB8A7JQ
1000002041,545.0,PAID,,28788.0,TX-MPOGKTWR7AG1
1000002042,109.0,PAID,,55650.0,TX-MEZ7ISRGR995
1000002043,64.0,PAID,,19057.5,TX-SAZD896I5NXF
1000002044,192.0,PAID,,13794.0,TX-98WS5137AIQZ
1000002045,154.0,PAID,,40104.0,TX-2PZ0A14QKDFG
1000002046,507.0,PAID,,36300.0,TX-V6M8U60KSCAO
1000002047,306.0,PAID,,83281.28,TX-DBNFGS5FZ161
1000002048,190.0,PAID,,90120.48,TX-ETUP4C3GPT6M
1000002049,26.0,PAID,,40331.4,TX-BVNABHCMEUHM
1000002050,12.0,PAID,,16746.0,TX-HNNM7GFDQOAF
1000002051,352.0,PAID,,14374.8,TX-K333EJN3G2X8
1000002052,366.0,PAID,,41382.0,TX-T7U2MWNL00FJ
1000002053,48.0,PAID,,26136.0,TX-VVXNI7GN0AJQ
1000002054,347.0,PAID,,27036.0,TX-VU2YSLNQBQD3
1000002055,242.0,PAID,,76556.7,TX-CUZ1RDN2YIR2
1000002056,92.0,PAID,,35937.0,TX-9ONHG2S6UOQN
1000002057,145.0,PAID,,26136.0,TX-TYPD672SF2Y9
1000002058,,FAILED,,29882.16,
1000002059,560.0,PAID,,15129.6,TX-4BZENKRTAEA3
1000002060,212.0,PAID,,59840.55,TX-CEQR8F1MHHQV
1000002061,64.0,PAID,,43888.8,TX-IS7LST2JQWSO
1000002062,454.0,PAID,,35685.0,TX-DO7HOKMV0QRS
1000002063,145.0,PAID,,67699.5,TX-UU12I73T8DVR
1000002064,,FAILED,,66211.2,
1000002065,49.0,PAID,,16335.0,TX-2M5X8NQO72DM
1000002066,,FAILED,,55105.5,
1000002067,626.0,PAID,,29659.2,TX-BLI8KY3QUZNU
1000002068,453.0,PAID,,36774.0,TX-KFMF0WU6L0KZ
1000002069,88.0,REFUNDED,,28459.2,TX-136KSRL2F7K3
1000002070,147.0,PAID,,44651.1,TX-3B0ALY28YH8Y
1000002071,478.0,PAID,,50994.0,TX-6VO2PM09DKYD
1000002072,,FAILED,,15729.6,
1000002073,144.0,PAID,,16335.0,TX-KTIE4JA8JZNL
1000002074,274.0,PAID,,43560.0,TX-3ZUVFG9FLJQ1
1000002075,363.0,PAID,,77197.68,TX-KY2KI3SC6BHQ
1000002076,480.0,PAID,,41382.0,TX-QEEF9MKOT4D4
1000002077,,FAILED,,54313.88,
1000002078,,FAILED,,31392.0,
1000002079,308.0,PAID,,78945.0,TX-8515D4MU1N01
1000002080,120.0,PAID,,13914.6,TX-3R3SXD8WG118
1000002081,126.0,PAID,,30167.4,TX-0Z8EY95RBNSR
1000002082,,FAILED,,15652.56,
1000002083,455.0,PAID,,13614.6,TX-7GUN7YHUFHCG
1000002084,585.0,PAID,,30467.4,TX-87AR4I8IHTZJ
1000002085,,FAILED,,96804.6,
1000002086,440.0,PAID,,18150.0,TX-U7O6KG74KMVX
1000002087,158.0,PAID,,36300.0,TX-RI84TF4X6LMB
1000002088,508.0,PAID,,54624.0,TX-VYMGFK9XCKFJ
1000002089,206.0,PAID,,29040.0,TX-GEKFJPTPC1CB
1000002090,9.0,PAID,,92565.0,TX-5QDZ1RS1J71Z
1000002091,534.0,PAID,,15246.0,TX-HNXSGOT73AWS
1000002092,38.0,PAID,,35985.0,TX-RNPKSB64SUL4
1000002093,177.0,PAID,,89679.15,TX-JJZ8F3U1Y90B
1000002094,,FAILED,,86248.8,
1000002095,566.0,PAID,,86321.4,TX-C64B5U8WBTD8
1000002096,312.0,REFUNDED,,15518.25,TX-BIW4NTHLKQ3E
1000002097,85.0,PAID,,92739.0,TX-3JOG14EFMQML
1000002098,44.0,PAID,,48924.9,TX-QPTIP87J73PD
1000002099,506.0,REFUNDED,,104146.8,TX-PVSC41IASWVX
1000002100,28.0,PAID,,107295.3,TX-RSO7GQT5ZT6Q
1000002101,136.0,PAID,,16146.0,TX-UUCM5Q5PZO0B
1000002102,4.0,PAID,,31936.5,TX-0OPUHKGMZXOB
1000002103,460.0,PAID,,62508.6,TX-RI8MN6DKGL30
1000002104,503.0,PAID,,15420.0,TX-J5E7PUMTHQWB
1000002105,14.0,PAID,,53361.0,TX-NIXUX8FFVPVO
1000002106,598.0,REFUNDED,,67663.2,TX-JS32O4D2L7LL
1000002107,529.0,PAID,,71692.5,TX-NFBIDSMHGOLN
1000002108,567.0,PAID,,82854.75,TX-KJUN96SMSX0J
1000002109,141.0,PAID,,62617.5,TX-IAFSYM1WX0S9
1000002110,483.0,PAID,,49905.0,TX-TMY3V737XX0G
1000002111,105.0,REFUNDED,,21065.7,TX-JA56N5WG0V7N
1000002112,,FAILED,,51455.25,
1000002113,420.0,PAID,,35574.0,TX-MZ9NTLF91GDR
1000002114,237.0,PAID,,56628.0,TX-DHKBG8MBO4U7
1000002115,,FAILED,,18987.0,
1000002116,79.0,PAID,,16718.25,TX-T5HL9XKLWUNI
1000002117,187.0,PAID,,15429.6,TX-4O0J7ZTBLI6I
1000002118,441.0,REFUNDED,,71148.0,TX-S03DRK2X1RZ4
1000002119,432.0,PAID,,43588.8,TX-EXEHK7G9ZMYH
1000002120,187.0,PAID,,14306.64,TX-2QEEF5TKKK5N
1000002121,413.0,PAID,,46420.2,TX-5GFJ1892ADVU
1000002122,522.0,PAID,,41382.0,TX-ZMMY7CJMC2XX
1000002123,587.0,PAID,,83446.2,TX-03OG6AYOVVRM
1000002124,180.0,PAID,,39133.5,TX-Z8T2Y7MQ7P2I
1000002125,454.0,PAID,,61095.0,TX-M1KH069KUGKG
1000002126,482.0,PAID,,55350.0,TX-QPIXQVLE1NT2
1000002127,,PENDING,,12414.6,
1000002128,538.0,PAID,,103092.0,TX-FJ32T34NW19B
1000002129,470.0,PAID,,13068.0,TX-PW3R3AYQVK2L
1000002130,,FAILED,,13721.4,
1000002131,544.0,PAID,,113147.1,TX-AI5VTVT4NFME
1000002132,,FAILED,,28459.2,
1000002133,9.0,PAID,,33870.0,TX-YD3115H6B80S
1000002134,590.0,PAID,,24829.2,TX-RZOSP5R7NHQI
1000002135,156.0,PAID,,68607.0,TX-8YO0W1NE4N2L
1000002136,187.0,PAID,,44300.28,TX-1WHJO69QQ41Z
1000002137,120.0,PAID,,40404.0,TX-8TYT2PTA9N7Y
1000002138,377.0,PAID,,48924.9,TX-BUGWXC2HF3CU
1000002139,252.0,PAID,,136560.6,TX-WUEWP9ZGGDH8
1000002140,,FAILED,,28642.8,
1000002141,409.0,PAID,,42282.0,TX-U8QPPXZYZCE4
1000002142,,FAILED,,82655.1,
1000002143,327.0,PAID,,18142.5,TX-YPY9FJU6H2L8
1000002144,436.0,PAID,,48024.66,TX-4OFRYDFBRIE8
1000002145,593.0,PAID,,80543.25,TX-XEUF70VZUXBC
1000002146,227.0,PAID,,28459.2,TX-1KIIYUBPN2LE
1000002147,501.0,PAID,,19050.0,TX-BEKIDUKQW2W8
1000002148,,FAILED,,44760.0,
1000002149,347.0,PAID,,39204.0,TX-7YXMRASY6JOL
1000002150,311.0,PAID,,28459.2,TX-SIASRXKJ3YQQ
1000002151,143.0,PAID,,29659.2,TX-LNLXWZVCLNLC
1000002152,607.0,PAID,,23522.4,TX-VN7SXVI9RG5B
1000002153,187.0,PAID,,17152.56,TX-5C4RTWAZ1CU1
1000002154,309.0,PAID,,53361.0,TX-VXRYXDHL00TE
1000002155,96.0,PAID,,87439.2,TX-1AX1TV38790P
1000002156,621.0,PAID,,78882.0,TX-DTA5ZDD23QRX
1000002157,598.0,PAID,,71656.2,TX-DXCMICGIYH3J
1000002158,470.0,PAID,,98121.0,TX-YDM1VPSACUC6
1000002159,,FAILED,,30492.0,
1000002160,422.0,PAID,,31692.0,TX-XDOBD0V60OVK
1000002161,328.0,REFUNDED,,83419.5,TX-0IPYKZXBF293
1000002162,39.0,PAID,,39930.0,TX-O2UYT21XJSNK
1000002163,611.0,PAID,,28488.0,TX-6E2P52NZ86VM
1000002164,174.0,PAID,,43451.1,TX-RK0ET6X1S53Y
1000002165,394.0,PAID,,17787.0,TX-9S1TV4IR1G3M
1000002166,36.0,PAID,,17242.5,TX-JW1T7NHU392R
1000002167,491.0,REFUNDED,,15246.0,TX-WHVT07IJIEXV
1000002168,,FAILED,,32670.0,
1000002169,622.0,REFUNDED,,43888.8,TX-LLXIBY4Z3K1I
1000002170,460.0,PAID,,55650.0,TX-672CBC1NG2FV
1000002171,59.0,PAID,,45140.62,TX-IPLDBPYBP225
1000002172,378.0,PAID,,16335.0,TX-4Y3JSX5H28N0
1000002173,111.0,PAID,,36300.0,TX-CU16DC4UVUW3
1000002174,8.0,PAID,,15129.6,TX-I250O8G7DPI5
1000002175,72.0,PAID,,15518.25,TX-TC1A2F1JEUZ5
1000002176,565.0,PAID,,14483.7,TX-XEG2YIDPZIDC
1000002177,36.0,PAID,,83490.0,TX-QA7V9W96OWDD
1000002178,458.0,PAID,,17235.0,TX-HMO1I4T2812T
1000002179,175.0,PAID,,29659.2,TX-ECYFRSMZXD4X
1000002180,579.0,PAID,,43451.1,TX-D5HRG0D74GUC
1000002181,599.0,PAID,,55650.0,TX-P03KM8WZ98GO
1000002182,541.0,PAID,,18351.75,TX-PC269LJRHRXL
1000002183,48.0,PAID,,27588.0,TX-3PEBQLR13MWP
1000002184,536.0,REFUNDED,,13794.0,TX-72VDX4WLNSFD
1000002185,116.0,PAID,,19468.5,TX-EVKPITYWO4MR
1000002186,149.0,PAID,,30201.6,TX-D6HQJVXB68G7
1000002187,391.0,PAID,,48054.75,TX-QA6DEP926AC1
1000002188,21.0,PAID,,27442.8,TX-NOHFPST8UNDI
1000002189,127.0,PAID,,70930.2,TX-AIB9QNVB5QZH
1000002190,471.0,PAID,,13794.0,TX-OV8ZPZLLC45E
1000002191,568.0,PAID,,47482.5,TX-9QXUQ9YYR1Q7
1000002192,,FAILED,,28314.0,
1000002193,147.0,PAID,,41164.2,TX-XFHGMXFVPAJ0
1000002194,272.0,PAID,,67590.6,TX-VU66N6XBMVYB
1000002195,194.0,PAID,,57172.5,TX-73WTH62ZO1GB
1000002196,,FAILED,,50205.0,
1000002197,625.0,PAID,,49905.0,TX-N2S3ZJ1EYKMR
1000002198,341.0,PAID,,53451.75,TX-UNF3OBDUP23B
1000002199,458.0,PAID,,38552.7,TX-VQLE5KT6RQ0U
1000002200,502.0,PAID,,43560.0,TX-X3H8N4YT02C7
1000002201,446.0,PAID,,57426.6,TX-MOVGY1Y66M8I
1000002202,391.0,PAID,,34485.0,TX-S7ULRGH1MYL5
1000002203,482.0,PAID,,79337.28,TX-S8P7RRB3ORIB
1000002204,89.0,PAID,,36209.25,TX-UIU03H8M6MTC
1000002205,419.0,PAID,,34485.0,TX-SHKC5PXFJ811
1000002206,639.0,PAID,,13721.4,TX-UWFSFSPET6H2
1000002207,513.0,PAID,,13721.4,TX-Z0N8DWLRHGVE
1000002208,426.0,PAID,,50386.5,TX-W3PQROFPS00R
1000002209,5.0,PAID,,15720.0,TX-PTJ8RLA49FD3
1000002210,32.0,PAID,,18150.0,TX-3061WBX6D9T1
1000002211,470.0,PAID,,38443.8,TX-ZDH0WC48LREH
1000002212,502.0,PAID,,15720.0,TX-PB6YWOKL2TPG
1000002213,62.0,PAID,,14268.0,TX-IDPBH8QUY19Y
1000002214,640.0,PAID,,107811.0,TX-1ZFGGM3512F3
1000002215,499.0,PAID,,19565.7,TX-84NBBL1PDBZD
1000002216,383.0,PAID,,19350.0,TX-6NFVUINUWWJG
1000002217,309.0,PAID,,75663.72,TX-GKEX41YNGMJN
1000002218,304.0,PAID,,13968.0,TX-5I08Q6HKETP4
1000002219,159.0,PAID,,14994.0,TX-4YE78ERHVTIM
1000002220,366.0,REFUNDED,,50529.6,TX-22JQ2I7HQNIO
1000002221,264.0,PAID,,14520.0,TX-6MYLX40O6Y7I
1000002222,486.0,PAID,,14994.0,TX-F762HG2TXA7B
1000002223,104.0,PAID,,91277.16,TX-GOE0NEDHNNYD
1000002224,399.0,PAID,,40104.0,TX-6J4J48HWXV4A
1000002225,373.0,PAID,,42064.2,TX-ADDX83JIXYU4
1000002226,187.0,PAID,,14520.0,TX-GGYH2BV8BTVE
1000002227,397.0,PAID,,43560.0,TX-QFURC6GR53WU
1000002228,516.0,PAID,,29940.0,TX-4E5XOLCK43SD
1000002229,599.0,PAID,,69371.4,TX-85IURJPGZV1F
1000002230,138.0,PAID,,68879.25,TX-9KYLDPVECNDK
1000002231,100.0,PAID,,14229.6,TX-GPQWKINEPFDJ
1000002232,500.0,PAID,,50457.0,TX-SYB25J77OR7H
1000002233,373.0,PAID,,28459.2,TX-X2EKROMX3WW2
1000002234,231.0,PAID,,45520.2,TX-FN515CKT16AG
1000002235,412.0,PAID,,13721.4,TX-2XMJU5C157GT
1000002236,15.0,PAID,,14994.0,TX-C8QTTEEFROEV
1000002237,52.0,PAID,,120036.6,TX-BSR3CK7QGLZI
1000002238,443.0,PAID,,59860.8,TX-O2FY72J2JVHC
1000002239,165.0,PAID,,17835.0,TX-KMBOTY8TNFVA
1000002240,295.0,REFUNDED,,42064.2,TX-GIT0XXB6QPWA
1000002241,345.0,REFUNDED,,50205.0,TX-R6972E4XTS56
1000002242,65.0,PAID,,17787.0,TX-U19TKRYZ67VO
1000002243,,FAILED,,129593.1,
1000002244,395.0,PAID,,17172.0,TX-HUEQ5U62JIXP
1000002245,288.0,PAID,,14374.8,TX-KT8V3NRO003M
1000002246,360.0,REFUNDED,,31036.5,TX-Z9S12NHNHM45
1000002247,442.0,REFUNDED,,19350.0,TX-3T5BIWDM32CP
1000002248,255.0,PAID,,55813.88,TX-23TVKVM53M21
1000002249,469.0,PAID,,60112.8,TX-V9WUXJ32CPNM
1000002250,100.0,PAID,,36209.25,TX-XK6R7IJZ0ZNF
1000002251,306.0,PAID,,50505.0,TX-EOTA2R14XFYC
1000002252,624.0,PAID,,26136.0,TX-MIOU60KIF32B
1000002253,,FAILED,,58871.1,
1000002254,216.0,PAID,,79608.0,TX-E6OVRP19KC26
1000002255,171.0,PAID,,19050.0,TX-VXNLKG0TYZDR
1000002256,231.0,PAID,,53361.0,TX-7FY3FMD6XKHR
1000002257,419.0,PAID,,49005.0,TX-KM9DU1UTPEC4
1000002258,202.0,PAID,,50094.0,TX-FL15392FJD8Y
1000002259,174.0,PAID,,15720.0,TX-KKM8M0CP5S0M
1000002260,,FAILED,,15420.0,
1000002261,640.0,PAID,,71685.0,TX-YYAHU8YJ50QF
1000002262,579.0,PAID,,15420.0,TX-FJU17I0502EO
1000002263,72.0,PAID,,58072.5,TX-VJ7ZX6O1YD3O
1000002264,621.0,PAID,,14229.6,TX-5FFV0LK4G8PA
1000002265,529.0,PAID,,44760.0,TX-FGTCJ8LVATGW
1000002266,105.0,PAID,,105633.0,TX-VYWH6LNJSO3Z
1000002267,143.0,PAID,,98038.8,TX-EM8QRX85RF0D
1000002268,,PENDING,,15720.0,
1000002269,20.0,PAID,,43588.8,TX-7RZWNEKANZHG
1000002270,271.0,PAID,,79943.25,TX-5NFOG6YH0808
1000002271,,FAILED,,110969.1,
1000002272,307.0,PAID,,32670.0,TX-SR5BVUBXCJT8
1000002273,582.0,PAID,,14520.0,TX-AJLHA6J5XH0N
1000002274,451.0,PAID,,15518.25,TX-EFVBREVRSJRN
1000002275,264.0,PAID,,36300.0,TX-RWDOTD88ZB9W
1000002276,166.0,PAID,,64362.0,TX-62Z10I4LYCEK
1000002277,96.0,PAID,,92980.92,TX-HMMR7LV1HHVP
1000002278,234.0,PAID,,29040.0,TX-X113O5CJE9EP
1000002279,63.0,REFUNDED,,45520.2,TX-R5ZFJYI7O8IH
1000002280,13.0,REFUNDED,,33570.0,TX-NF21USLOUA2H
1000002281,280.0,PAID,,14374.8,TX-YUG28A7HTZWR
1000002282,291.0,PAID,,32236.5,TX-D2Q6OP3MJYGQ
1000002283,140.0,PAID,,86868.0,TX-DCBBP1ZPMA1L
1000002284,401.0,PAID,,17535.0,TX-WQ63NGLKB1ZN
1000002285,508.0,PAID,,28488.0,TX-QRYMDT6YZ7QP
1000002286,377.0,PAID,,28314.0,TX-PCIEM1OQQC7I
1000002287,,FAILED,,54313.88,
1000002288,289.0,PAID,,85597.5,TX-NPE6EMNYCUBF
1000002289,245.0,PAID,,36209.25,TX-PSKYAXD7HH7N
1000002290,507.0,PAID,,73209.6,TX-CTO5POBBSK71
1000002291,77.0,PAID,,67082.4,TX-DBAV1LICNCW6
1000002292,,FAILED,,29088.0,
1000002293,89.0,REFUNDED,,36774.0,TX-D3SE2BP4SIMR
1000002294,92.0,PAID,,17242.5,TX-9HDR239MPNHJ
1000002295,197.0,PAID,,25613.28,TX-OCIGWHVRGVA7
1000002296,519.0,PAID,,14229.6,TX-FOA4TZMZV0NS
1000002297,359.0,PAID,,41382.0,TX-TOEU6KECO2A4
1000002298,142.0,PAID,,29359.2,TX-1I6XMH1TP9WN
1000002299,,FAILED,,36483.6,
1000002300,,FAILED,,61095.0,
1000002301,173.0,PAID,,16418.25,TX-RX8TF164G1U8
1000002302,224.0,PAID,,39204.0,TX-QUV19IT4MTMA
1000002303,,PENDING,,92347.2,
1000002304,450.0,PAID,,33870.0,TX-0LGFDW6GUDAG
1000002305,405.0,PAID,,35211.0,TX-C3VWHBXHIMKO
1000002306,328.0,PAID,,49905.0,TX-BFT5HL9PLMWE
1000002307,20.0,REFUNDED,,43671.0,TX-F5K2ERTBKP6X
1000002308,,FAILED,,61312.8,
1000002309,427.0,PAID,,19168.5,TX-1QCKQ487QGGZ
1000002310,227.0,PAID,,29040.0,TX-GI8E0QEE0GVC
1000002311,488.0,PAID,,74215.35,TX-R18DPJMJPG8X
1000002312,108.0,PAID,,16020.0,TX-3S3HDZ9HQKY9
1000002313,321.0,PAID,,71168.25,TX-EUULO17CKNM7
1000002314,80.0,PAID,,18687.0,TX-CNOGJE2EN9WV
1000002315,114.0,PAID,,27036.0,TX-IL5GY2GNJXD6
1000002316,,FAILED,,16441.08,
1000002317,18.0,PAID,,16446.0,TX-E3WJ1Z3LDBMY
1000002318,99.0,REFUNDED,,17787.0,TX-D8K0YLL5M5MC
1000002319,410.0,PAID,,17787.0,TX-ZEVUW8PMY9PH
1000002320,376.0,PAID,,39204.0,TX-P8I7JTR29TEI
1000002321,116.0,PAID,,13794.0,TX-2IR5V2O0VF6R
1000002322,174.0,PAID,,46638.0,TX-NG55P3DJWXFA
1000002323,248.0,PAID,,37800.0,TX-KSDQ0Q15EJEA
1000002324,452.0,PAID,,13968.0,TX-2LW8D6QODYZ8
1000002325,549.0,PAID,,70694.25,TX-4KCH3Z221B1R
1000002326,321.0,PAID,,75619.92,TX-WZJ001TL6M5D
1000002327,183.0,PAID,,40104.0,TX-M3TZX2UGHIQJ
1000002328,442.0,PAID,,32236.5,TX-M7Q2B7I5YBOJ
1000002329,,FAILED,,28749.6,
1000002330,433.0,PAID,,17152.56,TX-2EB5FA7KC6Z1
1000002331,543.0,PAID,,73536.3,TX-VGKPIQ0OVU9R
1000002332,581.0,PAID,,29940.0,TX-XP2W8KD19RBP
1000002333,497.0,PAID,,37800.0,TX-3TVZ29SC848B
1000002334,527.0,PAID,,80186.7,TX-SZJ2BS7KGT7G
1000002335,588.0,PAID,,16008.3,TX-C3HB9YTA87VV
1000002336,456.0,PAID,,63155.55,TX-P0379O25WIET
1000002337,338.0,PAID,,18442.5,TX-5DE2HE58GX7E
1000002338,43.0,PAID,,35574.0,TX-9KAYDWKHOSMC
1000002339,438.0,PAID,,32670.0,TX-Y5OJSQXWO1EZ
1000002340,284.0,PAID,,31246.8,TX-9E8IEUNHZJ7J
1000002341,,PENDING,,27336.0,
1000002342,442.0,PAID,,28488.0,TX-E9RPOGCBPSSH
1000002343,369.0,PAID,,93765.0,TX-TZDJT4FDUADI
1000002344,290.0,PAID,,83020.2,TX-U0TMPB7P94TY
1000002345,259.0,PAID,,14994.0,TX-XFDFJSLSPGF1
1000002346,151.0,PAID,,31246.8,TX-OX5PJTIU0HDP
1000002347,605.0,PAID,,54261.0,TX-PWUWO13JC9FQ
1000002348,533.0,PAID,,43124.4,TX-OSGPRSRUEYT8
1000002349,,FAILED,,55313.7,
1000002350,134.0,PAID,,13068.0,TX-ER4ZQ1D207TE
1000002351,366.0,PAID,,47238.0,TX-4A3MLWU1LRZH
1000002352,220.0,PAID,,27036.0,TX-PQG7XRU3JLHJ
1000002353,184.0,PAID,,32205.12,TX-BLSDMTUP8J5K
1000002354,90.0,PAID,,40970.28,TX-FEPFCLPZUY2H
1000002355,161.0,PAID,,35385.0,TX-L1D5VF3NNDC3
1000002356,151.0,PAID,,28459.2,TX-Q4HRLJPYVJMX
1000002357,,FAILED,,29940.0,
1000002358,259.0,PAID,,45723.24,TX-L4P4A3DNQGS5
1000002359,598.0,PAID,,48279.0,TX-3X1KMX5ZL9WW
1000002360,338.0,PAID,,39930.0,TX-THJHYKG38S30
1000002361,279.0,PAID,,43888.8,TX-PRNJCZOEFZ6G
1000002362,200.0,PAID,,18987.0,TX-EDGS6FAXC6Y5
1000002363,44.0,PAID,,17235.0,TX-R8NNZBIOTYWX
1000002364,480.0,PAID,,32672.1,TX-REXSC05J6I7Q
1000002365,249.0,REFUNDED,,55150.35,TX-X87N6C0KWVA6
1000002366,463.0,PAID,,15720.0,TX-SIM4DZ0ECOJB
1000002367,237.0,PAID,,17787.0,TX-FI7MCU7WHZFQ
