session_bk,customer_sk,channel_sk,started_date_sk,ended_date_sk,device,is_ended
11000003557,1462.0,,426,426.0,desktop,1
11000003558,,,185,185.0,desktop,1
11000003559,1476.0,,18,18.0,mobile,1
11000003560,879.0,,540,540.0,desktop,1
11000003561,40.0,,327,327.0,desktop,1
11000003562,,,164,164.0,tablet,1
11000003563,460.0,,454,454.0,mobile,1
11000003564,1269.0,,559,559.0,mobile,1
11000003565,360.0,,28,28.0,mobile,1
11000003566,376.0,,600,600.0,desktop,1
11000003567,897.0,,593,593.0,desktop,1
11000003568,,,246,246.0,desktop,1
11000003569,652.0,,282,282.0,desktop,1
11000003570,15.0,,181,181.0,desktop,1
11000003571,1422.0,,581,581.0,mobile,1
11000003572,887.0,,117,117.0,mobile,1
11000003573,966.0,,542,543.0,desktop,1
11000003574,,,472,472.0,mobile,1
11000003575,124.0,,352,352.0,mobile,1
11000003576,602.0,,586,586.0,mobile,1
11000003577,383.0,,512,512.0,desktop,1
11000003578,,,269,269.0,mobile,1
11000003579,408.0,,102,102.0,desktop,1
11000003580,98.0,,34,34.0,desktop,1
11000003581,,,69,69.0,desktop,1
11000003582,391.0,,501,501.0,mobile,1
11000003583,335.0,,68,68.0,mobile,1
11000003584,1457.0,,240,240.0,desktop,1
11000003585,1402.0,,394,394.0,desktop,1
11000003586,1431.0,,578,,mobile,0
11000003587,153.0,,510,510.0,mobile,1
11000003588,,,62,62.0,mobile,1
11000003589,245.0,,251,251.0,desktop,1
11000003590,,,191,191.0,mobile,1
11000003591,37.0,,234,234.0,mobile,1
11000003592,1198.0,,602,602.0,mobile,1
11000003593,1122.0,,157,157.0,desktop,1
11000003594,1050.0,,28,28.0,desktop,1
11000003595,761.0,,136,136.0,mobile,1
11000003596,695.0,,504,504.0,mobile,1
11000003597,1058.0,,326,326.0,desktop,1
11000003598,,,502,502.0,desktop,1
11000003599,1124.0,,80,80.0,mobile,1
11000003600,1403.0,,403,403.0,desktop,1
11000003601,607.0,,103,,mobile,0
11000003602,,,498,498.0,desktop,1
11000003603,,,238,238.0,tablet,1
11000003604,797.0,,193,193.0,mobile,1
11000003605,612.0,,450,450.0,desktop,1
11000003606,,,563,563.0,desktop,1
11000003607,,,90,90.0,tablet,1
11000003608,437.0,,162,162.0,mobile,1
11000003609,,,433,433.0,mobile,1
11000003610,1423.0,,526,526.0,mobile,1
11000003611,246.0,,205,205.0,desktop,1
11000003612,869.0,,410,410.0,mobile,1
11000003613,566.0,,101,101.0,mobile,1
11000003614,957.0,,137,137.0,desktop,1
11000003615,1159.0,,30,30.0,mobile,1
11000003616,1430.0,,578,578.0,mobile,1
11000003617,1198.0,,421,421.0,tablet,1
11000003618,827.0,,117,117.0,desktop,1
11000003619,89.0,,450,450.0,mobile,1
11000003620,483.0,,512,512.0,mobile,1
11000003621,465.0,,594,594.0,desktop,1
11000003622,501.0,,559,559.0,mobile,1
11000003623,799.0,,39,39.0,mobile,1
11000003624,1057.0,,3,3.0,mobile,1
11000003625,,,383,383.0,mobile,1
11000003626,,,587,587.0,desktop,1
11000003627,478.0,,456,456.0,mobile,1
11000003628,,,437,437.0,tablet,1
11000003629,,,28,28.0,mobile,1
11000003630,,,182,182.0,mobile,1
11000003631,,,161,161.0,mobile,1
11000003632,,,216,216.0,mobile,1
11000003633,,,159,159.0,desktop,1
11000003634,,,389,,mobile,0
11000003635,,,544,544.0,mobile,1
11000003636,,,168,168.0,desktop,1
11000003637,,,142,143.0,desktop,1
11000003638,227.0,,243,243.0,mobile,1
11000003639,,,294,294.0,desktop,1
11000003640,,,409,409.0,mobile,1
11000003641,280.0,,321,321.0,mobile,1
11000003642,,,575,575.0,desktop,1
11000003643,,,309,309.0,mobile,1
11000003644,415.0,,493,493.0,desktop,1
11000003645,,,359,359.0,mobile,1
11000003646,,,304,304.0,desktop,1
11000003647,,,86,86.0,desktop,1
11000003648,616.0,,351,351.0,mobile,1
11000003649,1013.0,,165,165.0,desktop,1
11000003650,265.0,,214,214.0,mobile,1
11000003651,1000.0,,236,236.0,mobile,1
11000003652,1040.0,,553,553.0,mobile,1
11000003653,564.0,,416,416.0,mobile,1
11000003654,937.0,,552,552.0,mobile,1
11000003655,1361.0,,406,406.0,desktop,1
11000003656,,,583,583.0,mobile,1
11000003657,874.0,,54,54.0,mobile,1
11000003658,1195.0,,515,515.0,mobile,1
11000003659,,,65,65.0,mobile,1
11000003660,1487.0,,146,146.0,mobile,1
11000003661,538.0,,357,357.0,mobile,1
11000003662,1429.0,,240,240.0,mobile,1
11000003663,404.0,,590,590.0,mobile,1
11000003664,,,146,146.0,mobile,1
11000003665,381.0,,60,60.0,desktop,1
11000003666,142.0,,284,284.0,desktop,1
11000003667,1170.0,,547,547.0,desktop,1
11000003668,1450.0,,359,359.0,mobile,1
11000003669,1340.0,,281,281.0,desktop,1
11000003670,121.0,,199,199.0,mobile,1
11000003671,274.0,,324,324.0,mobile,1
11000003672,616.0,,523,523.0,mobile,1
11000003673,,,338,,mobile,0
11000003674,631.0,,455,456.0,desktop,1
11000003675,,,313,313.0,mobile,1
11000003676,771.0,,492,492.0,mobile,1
11000003677,399.0,,554,554.0,mobile,1
11000003678,188.0,,215,215.0,desktop,1
11000003679,1317.0,,409,409.0,mobile,1
11000003680,1400.0,,621,621.0,mobile,1
11000003681,906.0,,117,117.0,desktop,1
11000003682,,,399,399.0,desktop,1
11000003683,278.0,,66,66.0,mobile,1
11000003684,,,625,625.0,mobile,1
11000003685,136.0,,377,377.0,mobile,1
11000003686,551.0,,625,625.0,tablet,1
11000003687,977.0,,570,570.0,mobile,1
11000003688,450.0,,526,527.0,mobile,1
11000003689,1237.0,,208,208.0,desktop,1
11000003690,1179.0,,569,569.0,desktop,1
11000003691,1320.0,,351,351.0,mobile,1
11000003692,1015.0,,224,224.0,mobile,1
11000003693,,,381,381.0,mobile,1
11000003694,645.0,,69,69.0,mobile,1
11000003695,,,466,466.0,mobile,1
11000003696,485.0,,51,51.0,desktop,1
11000003697,242.0,,293,293.0,mobile,1
11000003698,,,275,275.0,mobile,1
11000003699,,,127,127.0,mobile,1
11000003700,,,301,301.0,mobile,1
11000003701,,,623,623.0,mobile,1
11000003702,273.0,,7,7.0,desktop,1
11000003703,918.0,,294,294.0,mobile,1
11000003704,,,195,195.0,mobile,1
11000003705,1076.0,,547,,desktop,0
11000003706,,,549,549.0,mobile,1
11000003707,623.0,,374,374.0,desktop,1
11000003708,,,453,453.0,mobile,1
11000003709,,,431,431.0,mobile,1
11000003710,733.0,,613,613.0,mobile,1
11000003711,,,210,210.0,mobile,1
11000003712,270.0,,11,11.0,desktop,1
11000003713,29.0,,424,424.0,mobile,1
11000003714,589.0,,501,501.0,mobile,1
11000003715,,,179,179.0,mobile,1
11000003716,349.0,,503,503.0,mobile,1
11000003717,,,72,72.0,desktop,1
11000003718,,,155,155.0,mobile,1
11000003719,,,298,298.0,mobile,1
11000003720,868.0,,480,,mobile,0
11000003721,432.0,,262,262.0,desktop,1
11000003722,1092.0,,70,70.0,desktop,1
11000003723,812.0,,546,546.0,mobile,1
11000003724,,,572,572.0,desktop,1
11000003725,,,148,148.0,desktop,1
11000003726,675.0,,617,618.0,mobile,1
11000003727,,,302,302.0,mobile,1
11000003728,975.0,,251,251.0,mobile,1
11000003729,1254.0,,419,419.0,desktop,1
11000003730,,,307,307.0,desktop,1
11000003731,,,91,91.0,mobile,1
11000003732,,,614,614.0,desktop,1
11000003733,171.0,,475,475.0,mobile,1
11000003734,,,243,243.0,mobile,1
11000003735,989.0,,127,127.0,tablet,1
11000003736,588.0,,121,121.0,mobile,1
11000003737,1393.0,,368,,mobile,0
11000003738,449.0,,82,82.0,mobile,1
11000003739,,,118,118.0,desktop,1
11000003740,,,202,202.0,desktop,1
11000003741,1113.0,,70,70.0,mobile,1
11000003742,1078.0,,16,16.0,mobile,1
11000003743,,,260,260.0,mobile,1
11000003744,970.0,,408,408.0,mobile,1
11000003745,,,486,486.0,mobile,1
11000003746,857.0,,504,505.0,desktop,1
11000003747,674.0,,629,629.0,desktop,1
11000003748,,,141,141.0,mobile,1
11000003749,754.0,,627,627.0,desktop,1
11000003750,1125.0,,110,110.0,mobile,1
11000003751,1060.0,,330,330.0,mobile,1
11000003752,51.0,,186,186.0,mobile,1
11000003753,1016.0,,494,494.0,desktop,1
11000003754,1181.0,,402,402.0,tablet,1
11000003755,,,21,21.0,desktop,1
11000003756,262.0,,18,18.0,mobile,1
11000003757,,,186,186.0,mobile,1
11000003758,942.0,,462,462.0,mobile,1
11000003759,115.0,,116,116.0,mobile,1
11000003760,,,347,347.0,mobile,1
11000003761,,,211,211.0,desktop,1
11000003762,184.0,,289,289.0,mobile,1
11000003763,515.0,,597,597.0,mobile,1
11000003764,,,307,307.0,mobile,1
11000003765,,,501,501.0,mobile,1
11000003766,,,375,375.0,desktop,1
11000003767,1345.0,,286,286.0,desktop,1
11000003768,478.0,,545,545.0,mobile,1
11000003769,,,347,347.0,mobile,1
11000003770,,,165,165.0,mobile,1
11000003771,,,441,,mobile,0
11000003772,559.0,,479,479.0,desktop,1
11000003773,,,243,243.0,mobile,1
11000003774,222.0,,15,15.0,mobile,1
11000003775,51.0,,113,113.0,desktop,1
11000003776,1229.0,,36,36.0,desktop,1
11000003777,1205.0,,346,346.0,mobile,1
11000003778,,,277,277.0,mobile,1
11000003779,,,301,301.0,desktop,1
11000003780,524.0,,441,441.0,mobile,1
11000003781,548.0,,505,505.0,mobile,1
11000003782,,,124,124.0,mobile,1
11000003783,477.0,,199,199.0,desktop,1
11000003784,1271.0,,405,405.0,mobile,1
11000003785,,,566,566.0,mobile,1
11000003786,458.0,,341,341.0,mobile,1
11000003787,956.0,,157,,desktop,0
11000003788,,,348,,mobile,0
11000003789,163.0,,234,234.0,mobile,1
11000003790,1391.0,,333,333.0,desktop,1
11000003791,723.0,,27,27.0,mobile,1
11000003792,408.0,,332,332.0,desktop,1
11000003793,,,421,421.0,mobile,1
11000003794,1491.0,,200,200.0,tablet,1
11000003795,268.0,,175,175.0,mobile,1
11000003796,,,237,,mobile,0
11000003797,,,114,,desktop,0
11000003798,881.0,,575,575.0,desktop,1
11000003799,,,455,455.0,mobile,1
11000003800,1378.0,,474,474.0,mobile,1
11000003801,1362.0,,17,17.0,mobile,1
11000003802,294.0,,279,279.0,desktop,1
11000003803,,,220,220.0,mobile,1
11000003804,,,437,437.0,mobile,1
11000003805,,,173,173.0,mobile,1
11000003806,30.0,,216,216.0,desktop,1
11000003807,,,390,390.0,desktop,1
11000003808,,,347,347.0,mobile,1
11000003809,252.0,,306,,mobile,0
11000003810,1086.0,,382,382.0,mobile,1
11000003811,,,290,290.0,mobile,1
11000003812,,,197,197.0,desktop,1
11000003813,658.0,,284,284.0,mobile,1
11000003814,943.0,,515,,mobile,0
11000003815,791.0,,170,170.0,mobile,1
11000003816,1215.0,,288,288.0,mobile,1
11000003817,,,257,257.0,mobile,1
11000003818,,,556,556.0,mobile,1
11000003819,106.0,,519,519.0,desktop,1
11000003820,378.0,,578,578.0,desktop,1
11000003821,187.0,,168,168.0,desktop,1
11000003822,973.0,,330,330.0,mobile,1
11000003823,,,39,39.0,desktop,1
11000003824,309.0,,220,220.0,desktop,1
11000003825,717.0,,73,73.0,mobile,1
11000003826,580.0,,597,597.0,desktop,1
11000003827,,,244,244.0,mobile,1
11000003828,813.0,,420,420.0,desktop,1
11000003829,1202.0,,143,143.0,mobile,1
11000003830,569.0,,482,482.0,mobile,1
11000003831,1464.0,,615,615.0,desktop,1
11000003832,1230.0,,392,392.0,desktop,1
11000003833,234.0,,381,382.0,tablet,1
11000003834,,,299,299.0,desktop,1
11000003835,,,616,616.0,mobile,1
11000003836,,,201,201.0,mobile,1
11000003837,,,608,608.0,desktop,1
11000003838,783.0,,209,209.0,mobile,1
11000003839,967.0,,441,441.0,desktop,1
11000003840,1121.0,,162,162.0,desktop,1
11000003841,,,295,295.0,desktop,1
11000003842,563.0,,90,90.0,mobile,1
11000003843,,,630,,mobile,0
11000003844,188.0,,578,578.0,desktop,1
11000003845,995.0,,480,480.0,desktop,1
11000003846,1348.0,,164,164.0,mobile,1
11000003847,1093.0,,633,633.0,desktop,1
11000003848,1297.0,,327,327.0,mobile,1
11000003849,356.0,,265,265.0,mobile,1
11000003850,1142.0,,419,419.0,desktop,1
11000003851,474.0,,306,306.0,mobile,1
11000003852,138.0,,531,531.0,mobile,1
11000003853,1269.0,,64,64.0,mobile,1
11000003854,715.0,,233,233.0,mobile,1
11000003855,,,543,543.0,desktop,1
11000003856,,,75,75.0,desktop,1
11000003857,125.0,,391,391.0,mobile,1
11000003858,596.0,,31,31.0,mobile,1
11000003859,,,334,334.0,desktop,1
11000003860,291.0,,324,324.0,mobile,1
11000003861,553.0,,358,358.0,mobile,1
11000003862,,,151,151.0,mobile,1
11000003863,,,526,526.0,mobile,1
11000003864,76.0,,413,413.0,mobile,1
11000003865,,,229,229.0,mobile,1
11000003866,1314.0,,182,182.0,mobile,1
11000003867,,,500,500.0,desktop,1
11000003868,660.0,,327,327.0,desktop,1
11000003869,,,210,210.0,mobile,1
11000003870,657.0,,559,559.0,desktop,1
11000003871,,,533,533.0,desktop,1
11000003872,,,62,62.0,mobile,1
11000003873,529.0,,553,553.0,mobile,1
11000003874,1365.0,,628,,mobile,0
11000003875,,,71,71.0,mobile,1
11000003876,1217.0,,11,11.0,mobile,1
11000003877,191.0,,584,584.0,desktop,1
11000003878,48.0,,603,603.0,mobile,1
11000003879,654.0,,22,22.0,mobile,1
11000003880,88.0,,22,22.0,mobile,1
11000003881,1280.0,,107,107.0,mobile,1
11000003882,,,98,98.0,tablet,1
11000003883,,,74,74.0,desktop,1
11000003884,1213.0,,305,305.0,mobile,1
11000003885,,,182,182.0,mobile,1
11000003886,1279.0,,594,594.0,desktop,1
11000003887,730.0,,615,615.0,mobile,1
11000003888,,,597,597.0,tablet,1
11000003889,439.0,,485,485.0,mobile,1
11000003890,1142.0,,122,122.0,mobile,1
11000003891,,,289,289.0,mobile,1
11000003892,,,289,289.0,mobile,1
11000003893,290.0,,560,560.0,mobile,1
11000003894,,,590,590.0,desktop,1
11000003895,124.0,,558,558.0,mobile,1
11000003896,870.0,,214,214.0,desktop,1
11000003897,,,457,,mobile,0
11000003898,351.0,,327,327.0,mobile,1
11000003899,,,560,560.0,mobile,1
11000003900,,,15,15.0,mobile,1
11000003901,94.0,,315,315.0,mobile,1
11000003902,,,309,309.0,mobile,1
11000003903,833.0,,593,593.0,desktop,1
11000003904,,,357,358.0,desktop,1
11000003905,648.0,,393,393.0,tablet,1
11000003906,15.0,,156,156.0,tablet,1
11000003907,1204.0,,581,581.0,mobile,1
11000003908,,,242,242.0,mobile,1
11000003909,1400.0,,178,178.0,desktop,1
11000003910,906.0,,604,604.0,mobile,1
11000003911,680.0,,311,311.0,mobile,1
11000003912,1003.0,,143,143.0,mobile,1
11000003913,1337.0,,153,153.0,desktop,1
11000003914,985.0,,373,373.0,mobile,1
11000003915,104.0,,405,405.0,mobile,1
11000003916,,,482,482.0,mobile,1
11000003917,,,258,258.0,mobile,1
11000003918,907.0,,567,567.0,mobile,1
11000003919,858.0,,491,491.0,desktop,1
11000003920,,,257,257.0,mobile,1
11000003921,,,358,358.0,desktop,1
11000003922,,,348,348.0,desktop,1
11000003923,1055.0,,232,,mobile,0
11000003924,,,296,296.0,mobile,1
11000003925,122.0,,128,128.0,mobile,1
11000003926,,,553,553.0,desktop,1
11000003927,1284.0,,227,227.0,mobile,1
11000003928,676.0,,507,,desktop,0
11000003929,1353.0,,571,571.0,desktop,1
11000003930,,,101,101.0,mobile,1
11000003931,669.0,,401,401.0,mobile,1
11000003932,211.0,,580,580.0,mobile,1
11000003933,902.0,,21,21.0,mobile,1
11000003934,149.0,,157,157.0,mobile,1
11000003935,81.0,,610,610.0,desktop,1
11000003936,,,332,332.0,desktop,1
11000003937,,,189,189.0,mobile,1
11000003938,509.0,,630,630.0,mobile,1
11000003939,1161.0,,76,76.0,mobile,1
11000003940,,,619,619.0,mobile,1
11000003941,,,520,520.0,mobile,1
11000003942,361.0,,67,67.0,desktop,1
11000003943,77.0,,337,337.0,mobile,1
11000003944,,,54,55.0,mobile,1
11000003945,1337.0,,609,609.0,desktop,1
11000003946,1209.0,,207,207.0,mobile,1
11000003947,406.0,,550,550.0,mobile,1
11000003948,,,105,105.0,mobile,1
11000003949,340.0,,79,79.0,mobile,1
11000003950,1381.0,,157,157.0,desktop,1
11000003951,,,104,104.0,mobile,1
11000003952,571.0,,44,44.0,mobile,1
11000003953,1262.0,,465,465.0,mobile,1
11000003954,,,52,52.0,desktop,1
11000003955,,,532,532.0,tablet,1
11000003956,,,170,170.0,desktop,1
11000003957,969.0,,574,,mobile,0
11000003958,635.0,,177,177.0,mobile,1
11000003959,723.0,,184,184.0,desktop,1
11000003960,430.0,,290,290.0,mobile,1
11000003961,,,267,267.0,mobile,1
11000003962,,,609,609.0,mobile,1
11000003963,1499.0,,620,620.0,mobile,1
11000003964,,,560,560.0,mobile,1
11000003965,676.0,,523,523.0,desktop,1
11000003966,906.0,,524,524.0,mobile,1
11000003967,,,129,129.0,desktop,1
11000003968,,,246,246.0,mobile,1
11000003969,1303.0,,279,279.0,mobile,1
11000003970,898.0,,388,388.0,mobile,1
11000003971,144.0,,191,191.0,mobile,1
11000003972,1123.0,,320,320.0,mobile,1
11000003973,635.0,,215,215.0,mobile,1
11000003974,128.0,,517,517.0,mobile,1
11000003975,282.0,,289,289.0,mobile,1
11000003976,,,82,82.0,mobile,1
11000003977,435.0,,102,102.0,mobile,1
11000003978,,,231,231.0,mobile,1
11000003979,,,299,299.0,mobile,1
11000003980,962.0,,227,227.0,tablet,1
11000003981,,,163,163.0,desktop,1
11000003982,218.0,,249,249.0,mobile,1
11000003983,,,190,190.0,mobile,1
11000003984,193.0,,429,429.0,mobile,1
11000003985,,,572,,mobile,0
11000003986,1309.0,,456,456.0,mobile,1
11000003987,269.0,,457,457.0,mobile,1
11000003988,432.0,,200,200.0,mobile,1
11000003989,,,36,36.0,mobile,1
11000003990,957.0,,383,383.0,desktop,1
11000003991,,,364,364.0,mobile,1
11000003992,954.0,,190,190.0,mobile,1
11000003993,,,168,168.0,mobile,1
11000003994,285.0,,266,,desktop,0
11000003995,1316.0,,465,465.0,desktop,1
11000003996,19.0,,417,417.0,mobile,1
11000003997,553.0,,580,580.0,mobile,1
11000003998,,,497,497.0,desktop,1
11000003999,,,269,269.0,mobile,1
11000004000,,,241,241.0,mobile,1
11000004001,394.0,,134,134.0,mobile,1
11000004002,539.0,,370,370.0,mobile,1
11000004003,162.0,,412,412.0,tablet,1
11000004004,,,27,27.0,desktop,1
11000004005,411.0,,509,509.0,desktop,1
11000004006,,,402,402.0,mobile,1
11000004007,762.0,,85,85.0,mobile,1
11000004008,1025.0,,169,169.0,mobile,1
11000004009,752.0,,238,238.0,mobile,1
11000004010,,,220,,mobile,0
11000004011,512.0,,78,78.0,tablet,1
11000004012,262.0,,526,526.0,desktop,1
11000004013,776.0,,132,132.0,mobile,1
11000004014,,,194,194.0,mobile,1
11000004015,859.0,,81,81.0,mobile,1
11000004016,1332.0,,107,107.0,mobile,1
11000004017,999.0,,480,480.0,mobile,1
11000004018,783.0,,292,292.0,mobile,1
11000004019,24.0,,499,499.0,desktop,1
11000004020,1397.0,,524,524.0,mobile,1
11000004021,794.0,,550,550.0,mobile,1
11000004022,1180.0,,113,113.0,mobile,1
11000004023,1080.0,,244,244.0,mobile,1
11000004024,,,54,54.0,mobile,1
11000004025,1009.0,,238,238.0,desktop,1
11000004026,1458.0,,363,363.0,mobile,1
11000004027,,,364,364.0,desktop,1
11000004028,,,201,201.0,mobile,1
11000004029,174.0,,496,496.0,desktop,1
11000004030,1113.0,,122,122.0,desktop,1
11000004031,364.0,,401,401.0,mobile,1
11000004032,520.0,,498,498.0,mobile,1
11000004033,,,318,318.0,mobile,1
11000004034,81.0,,67,67.0,mobile,1
11000004035,,,182,182.0,mobile,1
11000004036,,,428,428.0,mobile,1
11000004037,73.0,,542,542.0,mobile,1
11000004038,759.0,,235,235.0,tablet,1
11000004039,207.0,,124,,mobile,0
11000004040,1189.0,,258,258.0,desktop,1
11000004041,1430.0,,233,233.0,mobile,1
11000004042,634.0,,49,49.0,desktop,1
11000004043,947.0,,183,,desktop,0
11000004044,,,199,199.0,mobile,1
11000004045,,,415,415.0,mobile,1
11000004046,96.0,,304,304.0,desktop,1
11000004047,265.0,,551,552.0,desktop,1
11000004048,268.0,,49,,mobile,0
11000004049,14.0,,529,529.0,desktop,1
11000004050,23.0,,366,366.0,mobile,1
11000004051,1048.0,,371,371.0,desktop,1
11000004052,,,529,529.0,mobile,1
11000004053,838.0,,498,498.0,mobile,1
11000004054,,,91,91.0,mobile,1
11000004055,,,199,199.0,mobile,1
11000004056,70.0,,460,460.0,mobile,1
11000004057,,,518,518.0,mobile,1
11000004058,831.0,,52,52.0,mobile,1
11000004059,294.0,,28,28.0,mobile,1
11000004060,,,461,461.0,mobile,1
11000004061,215.0,,531,531.0,mobile,1
11000004062,988.0,,577,577.0,mobile,1
11000004063,,,621,621.0,desktop,1
11000004064,65.0,,517,517.0,mobile,1
11000004065,1380.0,,296,296.0,desktop,1
11000004066,,,203,204.0,mobile,1
11000004067,,,43,43.0,mobile,1
11000004068,1194.0,,381,381.0,mobile,1
11000004069,383.0,,290,290.0,desktop,1
11000004070,260.0,,555,555.0,desktop,1
11000004071,185.0,,550,550.0,desktop,1
11000004072,1354.0,,266,266.0,mobile,1
11000004073,,,573,573.0,desktop,1
11000004074,972.0,,506,506.0,mobile,1
11000004075,877.0,,607,607.0,desktop,1
11000004076,635.0,,540,540.0,desktop,1
11000004077,232.0,,604,604.0,mobile,1
11000004078,647.0,,269,269.0,desktop,1
11000004079,185.0,,562,,mobile,0
11000004080,,,179,179.0,mobile,1
11000004081,909.0,,98,98.0,desktop,1
11000004082,,,365,365.0,mobile,1
11000004083,894.0,,352,352.0,mobile,1
11000004084,,,163,163.0,mobile,1
11000004085,983.0,,437,437.0,desktop,1
11000004086,429.0,,16,16.0,mobile,1
11000004087,696.0,,102,102.0,mobile,1
11000004088,,,122,122.0,mobile,1
11000004089,130.0,,560,560.0,mobile,1
11000004090,1300.0,,499,499.0,desktop,1
11000004091,1118.0,,161,161.0,tablet,1
11000004092,4.0,,403,403.0,desktop,1
11000004093,123.0,,65,65.0,desktop,1
11000004094,661.0,,615,615.0,mobile,1
11000004095,512.0,,366,366.0,mobile,1
11000004096,876.0,,269,269.0,mobile,1
11000004097,,,91,91.0,tablet,1
11000004098,,,312,312.0,mobile,1
11000004099,,,233,233.0,desktop,1
11000004100,1336.0,,366,366.0,desktop,1
11000004101,,,569,569.0,tablet,1
11000004102,1095.0,,323,323.0,mobile,1
11000004103,,,637,637.0,mobile,1
11000004104,344.0,,342,,mobile,0
11000004105,,,590,590.0,desktop,1
11000004106,992.0,,21,21.0,desktop,1
11000004107,,,614,614.0,mobile,1
11000004108,,,4,4.0,mobile,1
11000004109,859.0,,285,285.0,mobile,1
11000004110,118.0,,467,467.0,mobile,1
11000004111,,,227,227.0,mobile,1
11000004112,1016.0,,515,515.0,mobile,1
11000004113,1267.0,,65,65.0,mobile,1
11000004114,191.0,,470,470.0,mobile,1
11000004115,593.0,,492,492.0,desktop,1
11000004116,,,334,334.0,mobile,1
11000004117,140.0,,303,303.0,tablet,1
11000004118,1475.0,,160,160.0,desktop,1
11000004119,864.0,,340,340.0,mobile,1
11000004120,,,400,400.0,mobile,1
11000004121,,,451,,desktop,0
11000004122,1170.0,,232,232.0,mobile,1
11000004123,,,131,131.0,desktop,1
11000004124,,,613,613.0,mobile,1
11000004125,136.0,,201,201.0,desktop,1
11000004126,650.0,,233,233.0,mobile,1
11000004127,483.0,,569,569.0,desktop,1
11000004128,906.0,,342,342.0,mobile,1
11000004129,843.0,,146,146.0,desktop,1
11000004130,926.0,,234,234.0,mobile,1
11000004131,243.0,,242,242.0,desktop,1
11000004132,1399.0,,529,529.0,desktop,1
11000004133,202.0,,85,85.0,desktop,1
11000004134,1290.0,,629,629.0,mobile,1
11000004135,440.0,,510,510.0,desktop,1
11000004136,576.0,,456,456.0,mobile,1
11000004137,376.0,,613,,mobile,0
11000004138,,,297,297.0,mobile,1
11000004139,,,286,286.0,mobile,1
11000004140,,,349,349.0,desktop,1
11000004141,,,29,29.0,desktop,1
11000004142,,,101,101.0,desktop,1
11000004143,256.0,,190,190.0,mobile,1
11000004144,584.0,,410,410.0,mobile,1
11000004145,,,552,552.0,mobile,1
11000004146,1290.0,,162,162.0,mobile,1
11000004147,,,495,495.0,desktop,1
11000004148,399.0,,525,525.0,desktop,1
11000004149,795.0,,202,,mobile,0
11000004150,,,476,476.0,mobile,1
11000004151,837.0,,487,487.0,mobile,1
11000004152,113.0,,345,345.0,mobile,1
11000004153,,,146,146.0,desktop,1
11000004154,,,339,,desktop,0
11000004155,685.0,,324,324.0,desktop,1
11000004156,,,295,295.0,tablet,1
11000004157,,,317,317.0,tablet,1
11000004158,,,169,169.0,mobile,1
11000004159,1360.0,,136,136.0,mobile,1
11000004160,750.0,,277,277.0,mobile,1
11000004161,362.0,,378,378.0,mobile,1
11000004162,,,382,382.0,mobile,1
11000004163,,,1,2.0,desktop,1
11000004164,,,222,222.0,mobile,1
11000004165,,,290,290.0,mobile,1
11000004166,1345.0,,225,225.0,mobile,1
11000004167,105.0,,442,442.0,mobile,1
11000004168,,,609,609.0,mobile,1
11000004169,1401.0,,482,482.0,mobile,1
11000004170,1379.0,,626,626.0,desktop,1
11000004171,,,204,204.0,desktop,1
11000004172,1393.0,,380,380.0,mobile,1
11000004173,1387.0,,241,241.0,mobile,1
11000004174,,,11,11.0,desktop,1
11000004175,1449.0,,342,342.0,desktop,1
11000004176,,,85,85.0,mobile,1
11000004177,1034.0,,437,437.0,desktop,1
11000004178,,,62,,desktop,0
11000004179,,,256,256.0,mobile,1
11000004180,1041.0,,608,608.0,mobile,1
11000004181,802.0,,378,378.0,desktop,1
11000004182,,,17,17.0,mobile,1
11000004183,,,356,356.0,mobile,1
11000004184,933.0,,496,496.0,desktop,1
11000004185,892.0,,634,634.0,mobile,1
11000004186,,,378,378.0,mobile,1
11000004187,,,542,542.0,mobile,1
11000004188,,,407,407.0,mobile,1
11000004189,872.0,,249,249.0,mobile,1
11000004190,,,470,470.0,mobile,1
11000004191,869.0,,408,408.0,mobile,1
11000004192,,,372,372.0,desktop,1
11000004193,642.0,,158,158.0,mobile,1
11000004194,,,598,598.0,mobile,1
11000004195,,,147,147.0,desktop,1
11000004196,1142.0,,418,418.0,desktop,1
11000004197,,,420,420.0,mobile,1
11000004198,115.0,,408,408.0,mobile,1
11000004199,,,609,609.0,tablet,1
11000004200,1281.0,,27,27.0,desktop,1
11000004201,1105.0,,272,272.0,desktop,1
11000004202,1074.0,,177,177.0,mobile,1
11000004203,689.0,,221,221.0,desktop,1
11000004204,632.0,,90,90.0,mobile,1
11000004205,,,322,322.0,mobile,1
11000004206,828.0,,586,586.0,mobile,1
11000004207,194.0,,428,428.0,mobile,1
11000004208,555.0,,50,51.0,mobile,1
11000004209,,,557,557.0,mobile,1
11000004210,275.0,,615,615.0,desktop,1
11000004211,,,170,170.0,desktop,1
11000004212,1175.0,,211,211.0,mobile,1
11000004213,,,352,352.0,mobile,1
11000004214,727.0,,288,288.0,desktop,1
11000004215,156.0,,236,236.0,mobile,1
11000004216,784.0,,4,4.0,mobile,1
11000004217,1048.0,,365,365.0,mobile,1
11000004218,514.0,,573,573.0,desktop,1
11000004219,,,48,48.0,mobile,1
11000004220,,,122,122.0,mobile,1
11000004221,,,217,217.0,mobile,1
11000004222,718.0,,570,570.0,desktop,1
