fact_order_item_sk,order_item_bk,sales_order_bk,product_bk,quantity,first_price,total_amount
2098,5000002097,,2,3,15000.0,45000.0
2099,5000002098,,1,3,12000.0,36000.0
2100,5000002099,,1,3,12000.0,36000.0
2101,5000002100,,1,3,12000.0,36000.0
2102,5000002101,,1,3,13200.0,39600.0
2103,5000002102,,1,3,13200.0,39600.0
2104,5000002103,,2,1,13500.0,13500.0
2105,5000002104,,2,2,13500.0,27000.0
2106,5000002105,,1,2,10800.0,21600.0
2107,5000002106,,1,1,12000.0,12000.0
2108,5000002107,,1,1,12000.0,12000.0
2109,5000002108,,1,1,12000.0,12000.0
2110,5000002109,,1,2,12000.0,24000.0
2111,5000002110,,1,2,10800.0,21600.0
2112,5000002111,,1,2,12000.0,24000.0
2113,5000002112,,2,1,15000.0,15000.0
2114,5000002113,,1,1,12000.0,12000.0
2115,5000002114,,2,3,15750.0,47250.0
2116,5000002115,,2,1,13500.0,13500.0
2117,5000002116,,1,2,12000.0,24000.0
2118,5000002117,,1,3,12000.0,36000.0
2119,5000002118,,2,2,15000.0,30000.0
2120,5000002119,,2,2,16500.0,33000.0
2121,5000002120,,2,1,15000.0,15000.0
2122,5000002121,,2,3,15000.0,45000.0
2123,5000002122,,1,1,12600.0,12600.0
2124,5000002123,,2,3,15000.0,45000.0
2125,5000002124,,2,1,15000.0,15000.0
2126,5000002125,,1,2,12000.0,24000.0
2127,5000002126,,2,2,15750.0,31500.0
2128,5000002127,,2,3,15000.0,45000.0
2129,5000002128,,2,2,15000.0,30000.0
2130,5000002129,,1,3,12000.0,36000.0
2131,5000002130,,1,3,12000.0,36000.0
2132,5000002131,,1,3,12000.0,36000.0
2133,5000002132,,2,1,15750.0,15750.0
2134,5000002133,,2,3,16500.0,49500.0
2135,5000002134,,1,2,10800.0,21600.0
2136,5000002135,,2,2,13500.0,27000.0
2137,5000002136,,1,2,12600.0,25200.0
2138,5000002137,,1,1,13200.0,13200.0
2139,5000002138,,1,3,12000.0,36000.0
2140,5000002139,,1,2,12600.0,25200.0
2141,5000002140,,2,2,15750.0,31500.0
2142,5000002141,,2,3,13500.0,40500.0
2143,5000002142,,2,3,15000.0,45000.0
2144,5000002143,,2,1,13500.0,13500.0
2145,5000002144,,2,3,13500.0,40500.0
2146,5000002145,,2,3,16500.0,49500.0
2147,5000002146,,2,2,15750.0,31500.0
2148,5000002147,,1,1,12000.0,12000.0
2149,5000002148,,1,3,12600.0,37800.0
2150,5000002149,,1,3,12000.0,36000.0
2151,5000002150,,2,3,15000.0,45000.0
2152,5000002151,,2,3,15000.0,45000.0
2153,5000002152,,2,3,15000.0,45000.0
2154,5000002153,,2,3,15000.0,45000.0
2155,5000002154,,1,2,12000.0,24000.0
2156,5000002155,,1,2,12000.0,24000.0
2157,5000002156,,1,3,12600.0,37800.0
2158,5000002157,,1,3,12000.0,36000.0
2159,5000002158,,2,1,15000.0,15000.0
2160,5000002159,,1,2,12000.0,24000.0
2161,5000002160,,1,1,12000.0,12000.0
2162,5000002161,,2,2,15000.0,30000.0
2163,5000002162,,2,3,15000.0,45000.0
2164,5000002163,,2,3,15000.0,45000.0
2165,5000002164,,1,1,12600.0,12600.0
2166,5000002165,,2,1,15000.0,15000.0
2167,5000002166,,1,3,13200.0,39600.0
2168,5000002167,,1,2,12000.0,24000.0
2169,5000002168,,2,3,15000.0,45000.0
2170,5000002169,,2,2,15000.0,30000.0
2171,5000002170,,1,1,12000.0,12000.0
2172,5000002171,,1,2,12000.0,24000.0
2173,5000002172,,1,2,13200.0,26400.0
2174,5000002173,,1,1,12000.0,12000.0
2175,5000002174,,2,3,13500.0,40500.0
2176,5000002175,,1,3,12600.0,37800.0
2177,5000002176,,2,2,15000.0,30000.0
2178,5000002177,,1,2,12000.0,24000.0
2179,5000002178,,1,1,12000.0,12000.0
2180,5000002179,,2,2,15000.0,30000.0
2181,5000002180,,2,1,15000.0,15000.0
2182,5000002181,,2,1,15000.0,15000.0
2183,5000002182,,1,1,12000.0,12000.0
2184,5000002183,,1,1,12000.0,12000.0
2185,5000002184,,1,3,13200.0,39600.0
2186,5000002185,,1,2,12000.0,24000.0
2187,5000002186,,1,2,12000.0,24000.0
2188,5000002187,,2,3,13500.0,40500.0
2189,5000002188,,1,2,12000.0,24000.0
2190,5000002189,,1,1,10800.0,10800.0
2191,5000002190,,2,1,15000.0,15000.0
2192,5000002191,,2,1,15000.0,15000.0
2193,5000002192,,1,3,12000.0,36000.0
2194,5000002193,,1,2,12000.0,24000.0
2195,5000002194,,1,1,12000.0,12000.0
2196,5000002195,,1,1,12000.0,12000.0
2197,5000002196,,1,2,10800.0,21600.0
2198,5000002197,,2,2,15000.0,30000.0
2199,5000002198,,1,3,12000.0,36000.0
2200,5000002199,,2,1,15000.0,15000.0
2201,5000002200,,1,2,12000.0,24000.0
2202,5000002201,,1,2,12000.0,24000.0
2203,5000002202,,1,2,10800.0,21600.0
2204,5000002203,,1,3,10800.0,32400.0
2205,5000002204,,1,1,12000.0,12000.0
2206,5000002205,,1,1,12000.0,12000.0
2207,5000002206,,1,1,13200.0,13200.0
2208,5000002207,,1,3,10800.0,32400.0
2209,5000002208,,1,3,13200.0,39600.0
2210,5000002209,,1,2,12000.0,24000.0
2211,5000002210,,1,1,12000.0,12000.0
2212,5000002211,,1,1,12000.0,12000.0
2213,5000002212,,1,1,13200.0,13200.0
2214,5000002213,,2,2,15000.0,30000.0
2215,5000002214,,2,3,15000.0,45000.0
2216,5000002215,,1,2,13200.0,26400.0
2217,5000002216,,2,3,15000.0,45000.0
2218,5000002217,,2,3,15000.0,45000.0
2219,5000002218,,1,1,12000.0,12000.0
2220,5000002219,,2,2,15000.0,30000.0
2221,5000002220,,1,1,12600.0,12600.0
2222,5000002221,,1,2,12000.0,24000.0
2223,5000002222,,2,2,16500.0,33000.0
2224,5000002223,,2,2,15000.0,30000.0
2225,5000002224,,2,3,13500.0,40500.0
2226,5000002225,,1,2,12600.0,25200.0
2227,5000002226,,1,2,12000.0,24000.0
2228,5000002227,,1,3,12600.0,37800.0
2229,5000002228,,1,2,13200.0,26400.0
2230,5000002229,,2,3,15750.0,47250.0
2231,5000002230,,2,1,13500.0,13500.0
2232,5000002231,,2,3,16500.0,49500.0
2233,5000002232,,2,1,15000.0,15000.0
2234,5000002233,,2,1,16500.0,16500.0
2235,5000002234,,1,2,12600.0,25200.0
2236,5000002235,,1,3,10800.0,32400.0
2237,5000002236,,1,2,12000.0,24000.0
2238,5000002237,,2,3,13500.0,40500.0
2239,5000002238,,2,1,15000.0,15000.0
2240,5000002239,,2,1,15750.0,15750.0
2241,5000002240,,1,1,12600.0,12600.0
2242,5000002241,,2,3,15750.0,47250.0
2243,5000002242,,2,3,15000.0,45000.0
2244,5000002243,,1,1,12000.0,12000.0
2245,5000002244,,2,1,15750.0,15750.0
2246,5000002245,,2,2,15750.0,31500.0
2247,5000002246,,2,2,15750.0,31500.0
2248,5000002247,,2,2,15750.0,31500.0
2249,5000002248,,1,2,13200.0,26400.0
2250,5000002249,,2,3,15750.0,47250.0
2251,5000002250,,2,3,13500.0,40500.0
2252,5000002251,,2,2,16500.0,33000.0
2253,5000002252,,1,1,12000.0,12000.0
2254,5000002253,,2,3,15000.0,45000.0
2255,5000002254,,1,1,12000.0,12000.0
2256,5000002255,,2,1,15000.0,15000.0
2257,5000002256,,1,2,10800.0,21600.0
2258,5000002257,,1,2,12000.0,24000.0
2259,5000002258,,2,1,16500.0,16500.0
2260,5000002259,,2,3,15750.0,47250.0
2261,5000002260,,2,3,16500.0,49500.0
2262,5000002261,,1,2,12000.0,24000.0
2263,5000002262,,1,1,12000.0,12000.0
2264,5000002263,,2,3,15000.0,45000.0
2265,5000002264,,1,3,12000.0,36000.0
2266,5000002265,,1,2,12000.0,24000.0
2267,5000002266,,1,3,12000.0,36000.0
2268,5000002267,,1,2,13200.0,26400.0
2269,5000002268,,2,2,15000.0,30000.0
2270,5000002269,,1,1,12000.0,12000.0
2271,5000002270,,1,3,13200.0,39600.0
2272,5000002271,,1,2,12000.0,24000.0
2273,5000002272,,1,3,12000.0,36000.0
2274,5000002273,,1,1,12000.0,12000.0
2275,5000002274,,2,3,15000.0,45000.0
2276,5000002275,,2,2,16500.0,33000.0
2277,5000002276,,1,3,12000.0,36000.0
2278,5000002277,,2,1,16500.0,16500.0
2279,5000002278,,2,2,15000.0,30000.0
2280,5000002279,,2,3,15000.0,45000.0
2281,5000002280,,1,1,12600.0,12600.0
2282,5000002281,,1,2,12600.0,25200.0
2283,5000002282,,1,3,12000.0,36000.0
2284,5000002283,,1,2,13200.0,26400.0
2285,5000002284,,1,1,12000.0,12000.0
2286,5000002285,,1,3,12000.0,36000.0
2287,5000002286,,1,2,12000.0,24000.0
2288,5000002287,,1,3,12000.0,36000.0
2289,5000002288,,1,2,12000.0,24000.0
2290,5000002289,,2,2,13500.0,27000.0
2291,5000002290,,1,2,12000.0,24000.0
2292,5000002291,,2,2,15000.0,30000.0
2293,5000002292,,1,1,12000.0,12000.0
2294,5000002293,,2,2,15000.0,30000.0
2295,5000002294,,1,1,12000.0,12000.0
2296,5000002295,,2,3,15000.0,45000.0
2297,5000002296,,1,2,12600.0,25200.0
2298,5000002297,,2,1,15000.0,15000.0
2299,5000002298,,1,3,13200.0,39600.0
2300,5000002299,,2,2,15000.0,30000.0
2301,5000002300,,1,1,12600.0,12600.0
2302,5000002301,,1,1,12600.0,12600.0
2303,5000002302,,1,3,10800.0,32400.0
2304,5000002303,,2,1,13500.0,13500.0
2305,5000002304,,1,1,12000.0,12000.0
2306,5000002305,,1,2,12600.0,25200.0
2307,5000002306,,2,2,15000.0,30000.0
2308,5000002307,,1,1,12000.0,12000.0
2309,5000002308,,2,2,16500.0,33000.0
2310,5000002309,,2,3,15000.0,45000.0
2311,5000002310,,2,3,15000.0,45000.0
2312,5000002311,,1,3,12000.0,36000.0
2313,5000002312,,1,1,12600.0,12600.0
2314,5000002313,,1,1,12000.0,12000.0
2315,5000002314,,1,2,12000.0,24000.0
2316,5000002315,,1,1,12000.0,12000.0
2317,5000002316,,1,2,12000.0,24000.0
2318,5000002317,,1,3,12000.0,36000.0
2319,5000002318,,1,3,10800.0,32400.0
2320,5000002319,,1,3,12600.0,37800.0
2321,5000002320,,2,3,15000.0,45000.0
2322,5000002321,,1,2,12000.0,24000.0
2323,5000002322,,1,2,10800.0,21600.0
2324,5000002323,,2,2,15000.0,30000.0
2325,5000002324,,2,3,15000.0,45000.0
2326,5000002325,,1,2,12000.0,24000.0
2327,5000002326,,2,1,15000.0,15000.0
2328,5000002327,,1,3,13200.0,39600.0
2329,5000002328,,1,3,12000.0,36000.0
2330,5000002329,,1,2,10800.0,21600.0
2331,5000002330,,1,1,12600.0,12600.0
2332,5000002331,,1,3,12000.0,36000.0
2333,5000002332,,2,2,15000.0,30000.0
2334,5000002333,,1,3,12000.0,36000.0
2335,5000002334,,1,2,12600.0,25200.0
2336,5000002335,,1,2,13200.0,26400.0
2337,5000002336,,2,1,15000.0,15000.0
2338,5000002337,,1,1,12000.0,12000.0
2339,5000002338,,2,3,13500.0,40500.0
2340,5000002339,,2,2,15750.0,31500.0
2341,5000002340,,1,3,12000.0,36000.0
2342,5000002341,,1,1,12000.0,12000.0
2343,5000002342,,2,2,15000.0,30000.0
2344,5000002343,,1,3,12600.0,37800.0
2345,5000002344,,1,3,12000.0,36000.0
2346,5000002345,,1,1,12000.0,12000.0
2347,5000002346,,2,3,13500.0,40500.0
2348,5000002347,,2,2,15000.0,30000.0
2349,5000002348,,2,1,15000.0,15000.0
2350,5000002349,,2,2,15000.0,30000.0
2351,5000002350,,2,2,15000.0,30000.0
2352,5000002351,,1,2,12000.0,24000.0
2353,5000002352,,2,2,15000.0,30000.0
2354,5000002353,,1,2,13200.0,26400.0
2355,5000002354,,1,2,12000.0,24000.0
2356,5000002355,,2,3,15750.0,47250.0
2357,5000002356,,1,2,13200.0,26400.0
2358,5000002357,,1,1,10800.0,10800.0
2359,5000002358,,1,3,12000.0,36000.0
2360,5000002359,,2,2,15000.0,30000.0
2361,5000002360,,1,1,12000.0,12000.0
2362,5000002361,,1,1,12000.0,12000.0
2363,5000002362,,1,3,10800.0,32400.0
2364,5000002363,,2,2,15000.0,30000.0
2365,5000002364,,1,2,10800.0,21600.0
2366,5000002365,,2,1,13500.0,13500.0
2367,5000002366,,2,2,15000.0,30000.0
2368,5000002367,,2,2,15000.0,30000.0
2369,5000002368,,1,1,12000.0,12000.0
2370,5000002369,,1,1,12000.0,12000.0
2371,5000002370,,1,2,12000.0,24000.0
2372,5000002371,,1,1,12000.0,12000.0
2373,5000002372,,1,2,12000.0,24000.0
2374,5000002373,,2,2,13500.0,27000.0
2375,5000002374,,2,3,15000.0,45000.0
2376,5000002375,,1,1,10800.0,10800.0
2377,5000002376,,2,3,15000.0,45000.0
2378,5000002377,,1,2,12000.0,24000.0
2379,5000002378,,1,1,12000.0,12000.0
2380,5000002379,,2,2,15000.0,30000.0
2381,5000002380,,2,2,15000.0,30000.0
2382,5000002381,,1,1,12000.0,12000.0
2383,5000002382,,1,2,12000.0,24000.0
2384,5000002383,,1,3,12000.0,36000.0
2385,5000002384,,2,1,15000.0,15000.0
2386,5000002385,,1,2,12600.0,25200.0
2387,5000002386,,1,3,12000.0,36000.0
2388,5000002387,,2,2,16500.0,33000.0
2389,5000002388,,1,1,12000.0,12000.0
2390,5000002389,,2,2,13500.0,27000.0
2391,5000002390,,2,1,13500.0,13500.0
2392,5000002391,,1,3,12000.0,36000.0
2393,5000002392,,1,3,12000.0,36000.0
2394,5000002393,,1,3,12000.0,36000.0
2395,5000002394,,2,2,16500.0,33000.0
2396,5000002395,,1,2,12000.0,24000.0
2397,5000002396,,1,1,12000.0,12000.0
2398,5000002397,,1,1,12600.0,12600.0
2399,5000002398,,1,3,12000.0,36000.0
2400,5000002399,,1,2,12600.0,25200.0
2401,5000002400,,1,2,12000.0,24000.0
2402,5000002401,,1,3,10800.0,32400.0
2403,5000002402,,1,2,12000.0,24000.0
2404,5000002403,,2,1,15000.0,15000.0
2405,5000002404,,2,2,15000.0,30000.0
2406,5000002405,,1,1,10800.0,10800.0
2407,5000002406,,1,1,12600.0,12600.0
2408,5000002407,,1,3,12000.0,36000.0
2409,5000002408,,1,1,12600.0,12600.0
2410,5000002409,,1,2,10800.0,21600.0
2411,5000002410,,1,2,12000.0,24000.0
2412,5000002411,,2,2,16500.0,33000.0
2413,5000002412,,1,3,12000.0,36000.0
2414,5000002413,,2,1,15000.0,15000.0
2415,5000002414,,2,2,13500.0,27000.0
2416,5000002415,,2,2,15000.0,30000.0
2417,5000002416,,2,1,15000.0,15000.0
2418,5000002417,,1,1,12000.0,12000.0
2419,5000002418,,2,3,15750.0,47250.0
2420,5000002419,,2,2,15000.0,30000.0
2421,5000002420,,2,3,15000.0,45000.0
2422,5000002421,,1,2,12600.0,25200.0
2423,5000002422,,2,2,15750.0,31500.0
2424,5000002423,,1,1,10800.0,10800.0
2425,5000002424,,1,1,12600.0,12600.0
2426,5000002425,,1,3,10800.0,32400.0
2427,5000002426,,1,3,12000.0,36000.0
2428,5000002427,,1,2,10800.0,21600.0
2429,5000002428,,2,2,15750.0,31500.0
2430,5000002429,,1,3,12000.0,36000.0
2431,5000002430,,1,2,10800.0,21600.0
2432,5000002431,,1,3,12000.0,36000.0
2433,5000002432,,1,2,12000.0,24000.0
2434,5000002433,,1,1,12600.0,12600.0
2435,5000002434,,1,1,12000.0,12000.0
2436,5000002435,,2,2,15000.0,30000.0
2437,5000002436,,2,2,15000.0,30000.0
2438,5000002437,,1,1,13200.0,13200.0
2439,5000002438,,1,2,12000.0,24000.0
2440,5000002439,,1,2,12000.0,24000.0
2441,5000002440,,1,3,12000.0,36000.0
2442,5000002441,,2,3,15000.0,45000.0
2443,5000002442,,2,2,15000.0,30000.0
2444,5000002443,,1,2,12000.0,24000.0
2445,5000002444,,2,3,15000.0,45000.0
2446,5000002445,,2,2,13500.0,27000.0
2447,5000002446,,2,1,15000.0,15000.0
2448,5000002447,,1,2,12600.0,25200.0
2449,5000002448,,2,3,15750.0,47250.0
2450,5000002449,,2,2,15000.0,30000.0
2451,5000002450,,2,3,15000.0,45000.0
2452,5000002451,,1,2,12000.0,24000.0
2453,5000002452,,2,1,15000.0,15000.0
2454,5000002453,,1,2,12000.0,24000.0
2455,5000002454,,1,2,12600.0,25200.0
2456,5000002455,,1,1,12000.0,12000.0
2457,5000002456,,2,3,16500.0,49500.0
2458,5000002457,,1,1,12000.0,12000.0
2459,5000002458,,2,1,15000.0,15000.0
2460,5000002459,,2,3,15000.0,45000.0
2461,5000002460,,2,2,15000.0,30000.0
2462,5000002461,,2,2,15000.0,30000.0
2463,5000002462,,1,3,12000.0,36000.0
2464,5000002463,,2,2,15750.0,31500.0
2465,5000002464,,1,1,12000.0,12000.0
2466,5000002465,,2,3,15000.0,45000.0
2467,5000002466,,2,2,15000.0,30000.0
2468,5000002467,,1,3,12000.0,36000.0
2469,5000002468,,2,3,13500.0,40500.0
2470,5000002469,,1,2,12000.0,24000.0
2471,5000002470,,2,1,15000.0,15000.0
2472,5000002471,,1,2,10800.0,21600.0
2473,5000002472,,1,3,12600.0,37800.0
2474,5000002473,,1,3,12000.0,36000.0
2475,5000002474,,1,1,12000.0,12000.0
2476,5000002475,,1,3,13200.0,39600.0
2477,5000002476,,2,1,15750.0,15750.0
2478,5000002477,,2,3,15000.0,45000.0
2479,5000002478,,2,2,15000.0,30000.0
2480,5000002479,,2,2,15000.0,30000.0
2481,5000002480,,2,1,16500.0,16500.0
2482,5000002481,,2,2,15000.0,30000.0
2483,5000002482,,1,1,12600.0,12600.0
2484,5000002483,,1,2,12600.0,25200.0
2485,5000002484,,1,1,10800.0,10800.0
2486,5000002485,,1,3,12000.0,36000.0
2487,5000002486,,1,3,12000.0,36000.0
2488,5000002487,,2,2,16500.0,33000.0
2489,5000002488,,2,1,15000.0,15000.0
2490,5000002489,,2,2,15000.0,30000.0
2491,5000002490,,2,1,13500.0,13500.0
2492,5000002491,,1,1,12000.0,12000.0
2493,5000002492,,1,3,12000.0,36000.0
2494,5000002493,,1,1,12000.0,12000.0
2495,5000002494,,2,1,13500.0,13500.0
2496,5000002495,,1,3,10800.0,32400.0
2497,5000002496,,1,2,12000.0,24000.0
2498,5000002497,,1,3,10800.0,32400.0
2499,5000002498,,1,1,12000.0,12000.0
2500,5000002499,,2,1,15000.0,15000.0
2501,5000002500,,1,2,13200.0,26400.0
2502,5000002501,,2,1,15000.0,15000.0
2503,5000002502,,1,1,12000.0,12000.0
2504,5000002503,,1,2,12600.0,25200.0
2505,5000002504,,2,3,16500.0,49500.0
2506,5000002505,,1,1,10800.0,10800.0
2507,5000002506,,1,1,12000.0,12000.0
2508,5000002507,,1,2,12000.0,24000.0
2509,5000002508,,1,3,12000.0,36000.0
2510,5000002509,,1,3,10800.0,32400.0
2511,5000002510,,1,1,12000.0,12000.0
2512,5000002511,,1,3,12000.0,36000.0
2513,5000002512,,2,3,16500.0,49500.0
2514,5000002513,,2,2,15000.0,30000.0
2515,5000002514,,2,2,15750.0,31500.0
2516,5000002515,,1,2,10800.0,21600.0
2517,5000002516,,1,3,12000.0,36000.0
2518,5000002517,,2,2,15000.0,30000.0
2519,5000002518,,1,3,10800.0,32400.0
2520,5000002519,,2,2,13500.0,27000.0
2521,5000002520,,2,3,15000.0,45000.0
2522,5000002521,,1,2,12600.0,25200.0
2523,5000002522,,1,1,12600.0,12600.0
2524,5000002523,,1,1,12000.0,12000.0
2525,5000002524,,2,1,15000.0,15000.0
2526,5000002525,,1,2,13200.0,26400.0
2527,5000002526,,2,2,15000.0,30000.0
2528,5000002527,,2,2,15000.0,30000.0
2529,5000002528,,1,1,12000.0,12000.0
2530,5000002529,,1,2,12000.0,24000.0
2531,5000002530,,1,3,12000.0,36000.0
2532,5000002531,,2,3,15000.0,45000.0
2533,5000002532,,2,3,15000.0,45000.0
2534,5000002533,,1,1,10800.0,10800.0
2535,5000002534,,2,1,16500.0,16500.0
2536,5000002535,,1,3,12000.0,36000.0
2537,5000002536,,2,3,15000.0,45000.0
2538,5000002537,,2,3,15000.0,45000.0
2539,5000002538,,2,1,15000.0,15000.0
2540,5000002539,,2,1,15750.0,15750.0
2541,5000002540,,1,2,12000.0,24000.0
2542,5000002541,,2,2,15000.0,30000.0
2543,5000002542,,1,2,12000.0,24000.0
2544,5000002543,,2,1,13500.0,13500.0
2545,5000002544,,1,2,13200.0,26400.0
2546,5000002545,,1,1,12000.0,12000.0
2547,5000002546,,2,1,15000.0,15000.0
2548,5000002547,,1,2,12000.0,24000.0
2549,5000002548,,2,2,15000.0,30000.0
2550,5000002549,,1,2,12000.0,24000.0
2551,5000002550,,1,1,10800.0,10800.0
2552,5000002551,,1,2,12000.0,24000.0
2553,5000002552,,1,1,12000.0,12000.0
2554,5000002553,,2,1,15000.0,15000.0
2555,5000002554,,1,2,12000.0,24000.0
2556,5000002555,,1,1,12000.0,12000.0
2557,5000002556,,2,2,15000.0,30000.0
2558,5000002557,,1,2,10800.0,21600.0
2559,5000002558,,2,2,13500.0,27000.0
2560,5000002559,,1,2,12000.0,24000.0
2561,5000002560,,2,3,15000.0,45000.0
2562,5000002561,,1,3,12600.0,37800.0
2563,5000002562,,2,1,15000.0,15000.0
2564,5000002563,,1,3,10800.0,32400.0
2565,5000002564,,1,2,10800.0,21600.0
2566,5000002565,,2,2,15000.0,30000.0
2567,5000002566,,2,1,15000.0,15000.0
2568,5000002567,,2,2,15750.0,31500.0
2569,5000002568,,2,2,16500.0,33000.0
2570,5000002569,,2,1,15750.0,15750.0
2571,5000002570,,1,1,10800.0,10800.0
2572,5000002571,,2,2,15000.0,30000.0
2573,5000002572,,1,3,12000.0,36000.0
2574,5000002573,,1,1,13200.0,13200.0
2575,5000002574,,1,3,12000.0,36000.0
2576,5000002575,,2,3,15000.0,45000.0
2577,5000002576,,1,3,12000.0,36000.0
2578,5000002577,,1,1,13200.0,13200.0
2579,5000002578,,2,1,15000.0,15000.0
2580,5000002579,,1,2,12000.0,24000.0
2581,5000002580,,2,2,15000.0,30000.0
2582,5000002581,,1,1,12600.0,12600.0
2583,5000002582,,1,3,12000.0,36000.0
2584,5000002583,,1,2,12000.0,24000.0
2585,5000002584,,2,1,15750.0,15750.0
2586,5000002585,,1,1,12600.0,12600.0
2587,5000002586,,1,3,10800.0,32400.0
2588,5000002587,,2,2,16500.0,33000.0
2589,5000002588,,1,3,10800.0,32400.0
2590,5000002589,,1,1,13200.0,13200.0
2591,5000002590,,2,3,15000.0,45000.0
2592,5000002591,,2,3,15000.0,45000.0
2593,5000002592,,1,3,12000.0,36000.0
2594,5000002593,,1,1,12000.0,12000.0
2595,5000002594,,2,2,13500.0,27000.0
2596,5000002595,,1,2,13200.0,26400.0
2597,5000002596,,2,3,13500.0,40500.0
2598,5000002597,,2,1,15750.0,15750.0
2599,5000002598,,2,3,15750.0,47250.0
2600,5000002599,,2,3,15000.0,45000.0
2601,5000002600,,1,2,12600.0,25200.0
2602,5000002601,,1,1,12000.0,12000.0
2603,5000002602,,1,2,12000.0,24000.0
2604,5000002603,,2,2,13500.0,27000.0
2605,5000002604,,2,1,15000.0,15000.0
2606,5000002605,,2,2,15000.0,30000.0
2607,5000002606,,2,3,15000.0,45000.0
2608,5000002607,,2,1,15000.0,15000.0
2609,5000002608,,1,1,12000.0,12000.0
2610,5000002609,,1,2,12000.0,24000.0
2611,5000002610,,1,3,12600.0,37800.0
2612,5000002611,,1,3,12000.0,36000.0
2613,5000002612,,2,2,15000.0,30000.0
2614,5000002613,,1,3,12000.0,36000.0
2615,5000002614,,1,1,13200.0,13200.0
2616,5000002615,,1,1,12000.0,12000.0
2617,5000002616,,2,3,15750.0,47250.0
2618,5000002617,,2,2,15000.0,30000.0
2619,5000002618,,2,1,13500.0,13500.0
2620,5000002619,,2,3,15000.0,45000.0
2621,5000002620,,1,2,12000.0,24000.0
2622,5000002621,,1,1,12000.0,12000.0
2623,5000002622,,1,3,12000.0,36000.0
2624,5000002623,,2,3,15000.0,45000.0
2625,5000002624,,1,1,12000.0,12000.0
2626,5000002625,,2,1,15000.0,15000.0
2627,5000002626,,1,1,12000.0,12000.0
2628,5000002627,,2,2,13500.0,27000.0
2629,5000002628,,1,1,12000.0,12000.0
2630,5000002629,,2,2,15000.0,30000.0
2631,5000002630,,1,3,13200.0,39600.0
2632,5000002631,,1,1,12600.0,12600.0
2633,5000002632,,2,2,15000.0,30000.0
2634,5000002633,,2,1,15750.0,15750.0
2635,5000002634,,1,1,12000.0,12000.0
2636,5000002635,,1,1,13200.0,13200.0
2637,5000002636,,1,2,12000.0,24000.0
2638,5000002637,,1,1,10800.0,10800.0
2639,5000002638,,2,3,13500.0,40500.0
2640,5000002639,,1,3,10800.0,32400.0
2641,5000002640,,1,2,12000.0,24000.0
2642,5000002641,,2,2,13500.0,27000.0
2643,5000002642,,2,3,15750.0,47250.0
2644,5000002643,,1,3,12000.0,36000.0
2645,5000002644,,1,2,12000.0,24000.0
2646,5000002645,,2,2,15000.0,30000.0
2647,5000002646,,1,3,12000.0,36000.0
2648,5000002647,,2,1,15000.0,15000.0
2649,5000002648,,1,2,12000.0,24000.0
2650,5000002649,,1,3,12000.0,36000.0
2651,5000002650,,1,3,10800.0,32400.0
2652,5000002651,,2,1,13500.0,13500.0
2653,5000002652,,1,2,12000.0,24000.0
2654,5000002653,,1,3,12000.0,36000.0
2655,5000002654,,1,2,10800.0,21600.0
2656,5000002655,,1,3,13200.0,39600.0
2657,5000002656,,1,2,10800.0,21600.0
2658,5000002657,,2,1,15000.0,15000.0
2659,5000002658,,2,1,15000.0,15000.0
2660,5000002659,,2,1,15000.0,15000.0
2661,5000002660,,2,2,15000.0,30000.0
2662,5000002661,,1,1,12000.0,12000.0
2663,5000002662,,1,2,12000.0,24000.0
2664,5000002663,,1,2,13200.0,26400.0
2665,5000002664,,2,3,15000.0,45000.0
2666,5000002665,,2,3,15000.0,45000.0
2667,5000002666,,1,1,12000.0,12000.0
2668,5000002667,,1,3,10800.0,32400.0
2669,5000002668,,2,1,15000.0,15000.0
2670,5000002669,,2,2,15000.0,30000.0
2671,5000002670,,2,2,16500.0,33000.0
2672,5000002671,,1,1,12000.0,12000.0
2673,5000002672,,1,1,12000.0,12000.0
2674,5000002673,,2,2,16500.0,33000.0
2675,5000002674,,1,2,13200.0,26400.0
2676,5000002675,,2,1,15750.0,15750.0
2677,5000002676,,1,1,12600.0,12600.0
2678,5000002677,,2,3,15000.0,45000.0
2679,5000002678,,1,3,12000.0,36000.0
2680,5000002679,,1,2,12000.0,24000.0
2681,5000002680,,2,2,13500.0,27000.0
2682,5000002681,,1,2,10800.0,21600.0
2683,5000002682,,2,3,15000.0,45000.0
2684,5000002683,,2,2,15750.0,31500.0
2685,5000002684,,1,2,12000.0,24000.0
2686,5000002685,,1,2,12000.0,24000.0
2687,5000002686,,1,1,13200.0,13200.0
2688,5000002687,,1,2,13200.0,26400.0
2689,5000002688,,1,1,10800.0,10800.0
2690,5000002689,,2,3,15000.0,45000.0
2691,5000002690,,1,1,12000.0,12000.0
2692,5000002691,,2,3,16500.0,49500.0
2693,5000002692,,2,2,15000.0,30000.0
2694,5000002693,,2,2,15000.0,30000.0
2695,5000002694,,1,2,12000.0,24000.0
2696,5000002695,,2,3,15000.0,45000.0
2697,5000002696,,2,1,15750.0,15750.0
2698,5000002697,,1,1,12000.0,12000.0
2699,5000002698,,1,3,12000.0,36000.0
2700,5000002699,,2,2,15000.0,30000.0
2701,5000002700,,1,2,12600.0,25200.0
2702,5000002701,,2,3,15750.0,47250.0
2703,5000002702,,2,1,15000.0,15000.0
